Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0008380~RNA splicing	44	2.3379383634431457	4.74705892922903E-7	TCERG1, RBM25, DDX47, PDCD7, PRPF8, PTBP1, SYNCRIP, RBM15B, BCLAF1, PUF60, PPP4R2, U2AF2, C1QBP, KHSRP, PPP1R8, DHX15, HNRNPA1, SRPK2, RBM38, HNRNPA3, PPIL2, TAF15, SNRPN, NCBP2, PRMT1, FUS, NONO, THOC1, CRIPT, THOC2, RRP1B, WBP11, SRRM1, SRPK1, JMJD6, RPUSD4, PRPF4, SFPQ, CLNS1A, MPHOSPH10, LUC7L3, SNRPA1, RNPS1, HNRNPH3	1787	209	19256	2.268547698288811	0.0024649535235841125	2.2436326702783387E-4	2.2190342740086973E-4
GOTERM_BP_DIRECT	GO:0045071~negative regulation of viral genome replication	17	0.9032943676939427	9.415978368274859E-7	SRPK2, APOBEC3F, APOBEC3G, MX1, ISG15, IFIT1, SRPK1, OASL, IFIH1, ISG20, PLSCR1, ILF3, SLPI, OAS2, OAS3, CCL5, LTF	1787	44	19256	4.1633006053823065	0.004883406665978196	4.0794726280550823E-4	4.034746730805777E-4
GOTERM_BP_DIRECT	GO:0006955~immune response	80	4.250797024442083	1.2606829819466638E-6	CD86, IL1RN, LY75, CBLB, CTSW, IL1RAP, ETS1, FCAR, LTB4R, IL27RA, SPN, VPREB3, FCGR3A, IL18RAP, PNP, C1QBP, TRBC1, CCR7, CTSG, CCR6, JAK2, CCR5, CCR3, HLA-DPA1, CD96, IL4R, IL1R1, FCRL6, FCRL3, IL1R2, IL16, SERPINB9, HLA-F, LAX1, TGFBR3, CHIT1, ZAP70, AIM2, CD8B, SLPI, CD8A, IRF8, CEACAM8, LTB, HLA-DQB1, PTGER4, CX3CR1, TCF7, CXCR5, CD1D, PIK3R1, CST7, SAMHD1, THBS1, CRIP1, CD79B, HLA-DMA, HLA-DMB, EXOSC9, CXCR3, CCL5, FCGR1A, HLA-DQA1, IL32, CD74, HLA-DRB5, HLA-DRB4, SMAD3, SEMA4D, GZMA, OSM, PPBP, CD4, GPR183, CD7, HLA-DPB1, HLA-DRA, IL7R, HLA-DRB1, IL18R1	1787	496	19256	1.7380002527212663	0.006532862413777485	5.041762171646696E-4	4.986486071669034E-4
GOTERM_BP_DIRECT	GO:0019886~antigen processing and presentation of exogenous peptide antigen via MHC class II	14	0.7438894792773645	1.4994848178080888E-6	CD74, HLA-DRB5, HLA-DRB4, FCER1G, HLA-DMA, HLA-DMB, HLA-DPB1, HLA-DRA, HLA-DOA, CTSD, HLA-DQA1, HLA-DRB1, HLA-DPA1, HLA-DQB1	1787	31	19256	4.866400707619546	0.007765518761340573	5.568443976988753E-4	5.50739352369228E-4
GOTERM_BP_DIRECT	GO:0038094~Fc-gamma receptor signaling pathway	8	0.4250797024442083	1.7769641878997657E-6	FCGR3A, CLEC4D, FCER1G, LCK, CD247, FCGR1A, CLEC4E, OSCAR	1787	9	19256	9.57831250388609	0.009195901700086884	6.158957875260589E-4	6.091433236120398E-4
GOTERM_BP_DIRECT	GO:0006397~mRNA processing	45	2.3910733262486716	2.774464681026095E-6	KHDRBS1, TCERG1, RBM25, RBM26, DDX47, TSEN15, GPATCH1, HNRNPR, ADARB1, PRPF8, TSEN54, PTBP1, RBM15B, BCLAF1, PUF60, PPP4R2, U2AF2, C1QBP, KHSRP, PPP1R8, DHX15, HNRNPA1, PRKACB, HNRNPA0, SF3A3, RBM38, SF3A1, HNRNPA3, PNPT1, PPIL2, CPSF6, NONO, METTL3, THOC1, CRIPT, THOC2, RRP1B, WBP11, LSM3, SRRM1, JMJD6, PAN2, RPUSD4, SFPQ, SNRNP200	1787	230	19256	2.108269871779276	0.01432092774215965	9.015276172909167E-4	8.916435868647612E-4
GOTERM_BP_DIRECT	GO:0002504~antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	11	0.5844845908607864	3.5531283254102816E-6	HLA-DMA, HLA-DRB5, HLA-DMB, HLA-DRB4, HLA-DPB1, HLA-DRA, HLA-DOA, HLA-DRB1, HLA-DQA1, HLA-DPA1, HLA-DQB1	1787	20	19256	5.926580861779519	0.018303171571493415	0.0010866302449298855	0.0010747168146623336
GOTERM_BP_DIRECT	GO:0002250~adaptive immune response	73	3.8788522848034	4.686703041673864E-6	CD86, IGHM, ITK, CD84, CLEC10A, CD3G, PRDM1, CD3E, CD3D, ALCAM, SIT1, TRBC1, JAK2, HLA-DOA, JAK3, HLA-DPA1, EOMES, PDIA3, ANXA1, BTN3A1, ARG1, THEMIS, TAP2, TSC1, LIME1, LAX1, MPEG1, ZAP70, RNF125, CLEC4D, CD8B, CD8A, CD46, SKAP1, HLA-DQB1, LILRA6, CX3CR1, TXK, LILRA3, RAP1GAP, CD79B, CD79A, HLA-DMA, KLRK1, HLA-DMB, SLAMF7, FYN, KLRC1, PAG1, HLA-DQA1, SLAMF1, TRBV9, HLA-DRB5, HLA-DRB4, ERAP2, TRAT1, CD160, ERAP1, CRTAM, SH2D1A, SH2D1B, BMX, MCOLN2, CD4, CD6, GPR183, CD7, HLA-DPB1, HLA-DRA, KLRD1, CD247, CD244, HLA-DRB1	1787	455	19256	1.7288327788607587	0.024071766197120814	0.0013267809751519209	0.0013122346170862044
GOTERM_BP_DIRECT	GO:0045893~positive regulation of transcription, DNA-templated	104	5.526036131774708	4.848786021905461E-6	CD86, TRRAP, RORA, ETS1, CCAR1, TRIM28, MYC, RUVBL1, CREB3L2, CDK5RAP2, MEF2A, EOMES, KCNH2, MAP2K3, MEF2C, SMARCC1, PCID2, SMARCC2, RUNX3, RUNX2, JMJD6, ILF3, DPEP2, TRIM14, SKAP1, ZNF398, ENY2, MEAF6, MAGED1, XPC, GATA3, FOXO3, GATA2, FOXO1, NPAT, PATZ1, SNX5, BANP, NFE2, XRCC6, SMAD3, FUS, ZBTB16, PTCH1, PYHIN1, NFATC3, NFATC2, NFATC1, NR1D2, TRERF1, FLI1, SMARCA4, FUBP3, ID2, JMY, TCF4, OGT, HLA-DRB1, RNF187, CDKN1C, RERE, RNF10, PHF20, HMGB2, CHD3, CTCF, IKBKB, LBH, NUP62, SPIN1, MYBL1, ATMIN, ACTL6A, MSL3, ARID1B, PPM1A, ASPH, IRF4, TAL1, IRF1, HDAC4, NFIX, LEF1, PBXIP1, MTA1, RBBP4, TBX21, RBBP7, E2F5, TRIM44, SMARCE1, CD74, NPM1, TAF15, STAT1, MGA, KLF4, HNRNPAB, KLF2, KLF1, CD4, QRICH1, NAA15, TAF4	1787	718	19256	1.5608113690176497	0.02489380858602086	0.0013267809751519209	0.0013122346170862044
GOTERM_BP_DIRECT	GO:0007166~cell surface receptor signaling pathway	56	2.975557917109458	7.852998641333136E-6	CD86, SIGLEC9, MS4A7, CD3G, CBLB, CD3E, CD3D, ASGR2, IL27RA, SPN, FCGR3A, CYSLTR1, BSG, NUP62, FCER1A, PIP4K2B, CLEC1B, CCR5, ANXA1, PRMT1, IL1R1, FCRL6, FCRL3, GP1BA, JMJD6, ITPKB, CD8A, KLRF1, EVL, TNFRSF25, MS4A1, BIRC3, LILRA6, KLRB1, LY96, ADRB2, CXCR3, STAT4, CD59, KLRC1, FCGR1A, KLRG1, TRBV9, STAT1, STAT2, TNFRSF10B, MAPK14, MERTK, CD2, CD4, CD28, CD27, KLRD1, CD247, IL7R, CLEC2D	1787	324	19256	1.8624496535334067	0.040005669481315675	0.0020413869968145485	0.0020190059506867493
GOTERM_BP_DIRECT	GO:0042274~ribosomal small subunit biogenesis	21	1.1158342189160468	1.0868783382364118E-5	NOP56, NPM1, UTP6, NOP58, RPS7, IMP3, UTP3, RPS5, WDR75, NAT10, PWP2, RPS4X, FBL, RPS25, RPS16, EXOSC10, RPS19, NOB1, BMS1, MPHOSPH10, RIOK1	1787	75	19256	3.0171684387241187	0.05494023668746517	0.0026908002288052882	0.0026612992453388714
GOTERM_BP_DIRECT	GO:0042832~defense response to protozoan	12	0.6376195536663124	2.0489739609390296E-5	CD40, IL4R, CLEC7A, IRF4, ARG1, IRF8, BPGM, GBP1, GBP4, TSPAN32, BATF, PF4	1787	28	19256	4.6181149572307945	0.10104944640948632	0.00454520391792639	0.004495371907285535
GOTERM_BP_DIRECT	GO:0006915~apoptotic process	87	4.622741764080765	2.060851828482118E-5	HIP1, FASTKD2, PDCD7, PRF1, SLC40A1, CIB1, CCAR1, BBC3, TCTN3, C1QBP, PEA15, DPF2, C19ORF12, KIF1B, JAK2, IER3, SH3GLB1, MEF2A, KLF11, RBM14, MEF2C, PARP1, DAPK1, THOC1, KREMEN1, MMP9, RNF144B, PLSCR1, PLSCR3, IFI27, TRAF3, CEACAM6, IRF1, TRAF5, ELMO1, MAL, CHI3L1, TNFRSF25, CARD16, SGK1, S100A8, NAIP, SLC25A6, BIRC3, KANK2, BCL2A1, PRUNE2, CUL1, MRPS30, NLRC4, THBS1, FOXO1, AKAP1, BCLAF1, PAK1, DRAM1, PUF60, CHST11, CXCR3, NLRP1, MEF2D, MAP2K6, GADD45A, ZBTB16, GZMA, SIAH2, MX1, EAF2, CARD6, GZMB, TNFRSF10B, RRP1B, BMX, MAPK14, GZMH, CD2, AIMP2, PDCL3, GZMM, P2RX1, BCL2, LCN2, PDCD4, PKN2, XAF1, OGT, EBAG9	1787	594	19256	1.5782446739357763	0.10160441567559875	0.00454520391792639	0.004495371907285535
GOTERM_BP_DIRECT	GO:0045582~positive regulation of T cell differentiation	14	0.7438894792773645	2.1191418394317396E-5	SMARCE1, CD74, SMARCC1, SMARCC2, PHF10, ACTL6A, ZBTB1, RHOH, GATA3, ARID1B, SMARCA4, ZAP70, ZMIZ1, CD27	1787	38	19256	3.9699584720054193	0.10432293690034922	0.00454520391792639	0.004495371907285535
GOTERM_BP_DIRECT	GO:0019722~calcium-mediated signaling	25	1.3283740701381508	2.185614501791878E-5	CX3CR1, MCTP1, CXCR5, CD3E, NCALD, NUDT4, GNA15, FCGR3A, CXCR3, C3AR1, CCR7, CCR6, PLCG1, CCR5, CCR3, EIF2AK3, MCOLN2, TPCN1, TREML1, ZAP70, CD4, RASA3, RCAN3, MCTP2, ADA	1787	104	19256	2.5902888381903493	0.10741304341252167	0.00454520391792639	0.004495371907285535
GOTERM_BP_DIRECT	GO:0071222~cellular response to lipopolysaccharide	37	1.9659936238044633	2.6746961044246338E-5	CD86, CX3CR1, SPON2, CD40, GSTP1, HMGB2, LY96, PRPF8, FCAR, KLRK1, PDE4B, CAPN2, TSPO, CTSG, JAK2, CCR5, PF4V1, CAMP, MAP2K3, GBP5, MEF2C, DEFA4, CD180, IRAK3, PPBP, MAPK14, MMP8, MMP9, SLC7A5, PLSCR3, PDCD4, IRF8, ADAM9, CARD16, TLR5, PF4, CHMP5	1787	190	19256	2.09840662091715	0.12982358339577094	0.005348363479578335	0.00528972591113518
GOTERM_BP_DIRECT	GO:0000398~mRNA splicing, via spliceosome	38	2.0191285866099893	3.198167458354974E-5	YTHDC1, CWF19L2, PPWD1, GPATCH1, HNRNPU, HNRNPR, HTATSF1, PRPF19, PRPF8, UBL5, SYNCRIP, SART3, ZMAT2, U2AF2, SNRNP70, DHX15, HNRNPA1, SF3A3, SRRM2, HSPA8, RBM14, SF3A1, HNRNPA3, SNRPN, NCBP2, METTL3, LSM3, SRRM1, PRPF4, HNRNPH1, PPIE, PRPF31, PPIH, SNRPA1, RNPS1, HNRNPH3, SNRNP200, RBMX	1787	199	19256	2.057652560508193	0.1531869975699096	0.00615824911703241	0.006090732248467139
GOTERM_BP_DIRECT	GO:0032743~positive regulation of interleukin-2 production	13	0.6907545164718385	4.284629746812659E-5	CD86, ANXA1, PDE4D, CD3E, CD4, PNP, CLEC7A, IRF4, CD28, PDE4B, PRKCQ, CARD11, SPTBN1	1787	35	19256	4.002366296266688	0.19969523919274823	0.007955639304885362	0.007868416485039532
GOTERM_BP_DIRECT	GO:0042113~B cell activation	13	0.6907545164718385	5.88739323046912E-5	CD86, HDAC4, CD40, CXCR5, HDAC9, RASGRP1, LAX1, HSPD1, CD79A, ZAP70, BANK1, TBC1D10C, MS4A1	1787	36	19256	3.8911894547037242	0.26368302811052213	0.010369080727957981	0.010255397788643959
GOTERM_BP_DIRECT	GO:0019882~antigen processing and presentation	15	0.7970244420828906	5.9833125954748884E-5	CD74, HLA-DRB5, HLA-DRB4, HLA-F, RAB32, RAB10, HLA-DMA, HLA-DMB, CD8A, HLA-DPB1, HLA-DRA, HLA-DQA1, HLA-DRB1, HLA-DPA1, HLA-DQB1	1787	47	19256	3.4390217766612294	0.2673460052364599	0.010369080727957981	0.010255397788643959
GOTERM_BP_DIRECT	GO:0045727~positive regulation of translation	21	1.1158342189160468	6.452529472905285E-5	RPL5, NPM1, PRMT1, METTL3, CIRBP, RPS27L, NAT10, UPF3A, PASK, EEF2, ELAVL1, THBS1, RPS4X, PINK1, MYC, CD28, PLXNB2, CYP1B1, EIF3D, OGT, ABCF1	1787	84	19256	2.693900391717963	0.285003642577742	0.010531652485213918	0.010416187166564717
GOTERM_BP_DIRECT	GO:0050853~B cell receptor signaling pathway	17	0.9032943676939427	6.48226350311301E-5	BLK, IGHM, ITK, MEF2C, PLEKHA1, RFTN1, NFATC2, BMX, LIME1, CD79B, CD79A, BANK1, LCK, BLNK, BCL2, SOS1, MS4A1	1787	59	19256	3.1048343497766355	0.2861081530889287	0.010531652485213918	0.010416187166564717
GOTERM_BP_DIRECT	GO:0043123~positive regulation of I-kappaB kinase/NF-kappaB signaling	39	2.0722635494155153	7.123196450071006E-5	CX3CR1, CD40, TFRC, SLC20A1, CUL1, DDX21, CXXC5, IKBKB, CLEC7A, TIFA, NUP62, DHX15, TRIM68, FLOT1, S100A12, FLOT2, CCR7, FYN, APOL3, WLS, CD74, PARP1, CARD9, TNFRSF10B, RBX1, PPM1A, CD4, PINK1, CLEC4D, TRAF5, C18ORF32, TRIM58, CARD16, LTB, ALPK1, CARD11, HLA-DRB1, BIRC3, LTF	1787	214	19256	1.9637778556448702	0.30950612317304893	0.011222272225430048	0.011099235195837913
GOTERM_BP_DIRECT	GO:0043066~negative regulation of apoptotic process	74	3.9319872476089266	9.502590242672736E-5	HSP90AB1, TFRC, OGG1, FHL2, SLC40A1, AKR1B1, CIB1, MPO, IFIT3, RNF157, TCL1A, EEF2K, CCND2, MYC, CLEC5A, NUP62, TIMP1, TGM2, IER3, PCID2, CAMK1D, ANXA1, SERPINB2, DAPK1, HGF, SERPINB9, WDR73, MMP9, SUPV3L1, RNF144B, DDAH2, PPIF, FXN, NAIP, BIRC3, LTF, CSF1R, BCL2A1, GSTP1, LEF1, PIK3R1, THBS1, FSTL1, FOXO1, HSPD1, HSP90B1, PLAC8, SOCS3, CHST11, PDCD10, CBS, MICAL1, HSPA9, CD74, PRNP, NPM1, SMAD3, SEMA4D, MGMT, SIAH2, NONO, VEGFB, HIGD2A, SETX, AHI1, UFM1, IL2RB, CD28, BCL2, PDCD4, CD27, ERCC5, PSMG2, NAA15	1787	506	19256	1.5758784900168321	0.38985774341450874	0.013883005708574364	0.013730797336697324
GOTERM_BP_DIRECT	GO:0050863~regulation of T cell activation	7	0.37194473963868224	9.544366351579205E-5	SPN, CD4, SIT1, CCL5, TREX1, CRTAM, PAG1	1787	10	19256	7.542921096810296	0.39118162359235187	0.013883005708574364	0.013730797336697324
GOTERM_BP_DIRECT	GO:0043065~positive regulation of apoptotic process	52	2.763018065887354	9.738959239685588E-5	TOP2A, ADM, CLU, CCAR1, BBC3, IFIT2, FLCN, LGALS2, TCTN3, FAM162A, C1QBP, CYP1B1, TSPO, EMILIN2, CTSD, TGM2, KLF11, CAMK1D, DAPK1, SCRIB, MMP9, DUSP6, DDX19A, BIN1, KCNMA1, TXNIP, IRF8, ITGA6, IDO1, HPGD, BCL2A1, DDX20, NLRC4, FOXO3, FOXO1, HSPD1, BCLAF1, CALHM2, MAP2K6, MOAP1, GADD45A, ZBTB16, GZMA, TNFRSF10B, RRP1B, BCL6, JMY, BCL2, ID3, RNPS1, QRICH1, ATM	1787	321	19256	1.7455803161287735	0.39731050469306683	0.013883005708574364	0.013730797336697324
GOTERM_BP_DIRECT	GO:0042102~positive regulation of T cell proliferation	17	0.9032943676939427	1.0026969347462245E-4	CD86, ANXA1, TFRC, CD1D, CD3E, SPN, SPTA1, HLA-DMB, PNP, CD6, IL23A, CCL5, HLA-DPB1, CD28, JAK2, CD46, HLA-DPA1	1787	61	19256	3.0030365022429755	0.4062686137062099	0.013883005708574364	0.013730797336697324
GOTERM_BP_DIRECT	GO:0006413~translational initiation	16	0.8501594048884166	1.0147224791802767E-4	EIF4A2, EIF5B, EIF1AY, RPS5, EIF1AD, EIF3M, EIF3L, EIF3G, EIF3H, EIF3F, ABCE1, EIF2B1, EIF3D, EIF3A, EIF4B, ABCF1	1787	55	19256	3.1347204558172663	0.40996946240882626	0.013883005708574364	0.013730797336697324
GOTERM_BP_DIRECT	GO:0050778~positive regulation of immune response	13	0.6907545164718385	1.0688441495242114E-4	HLA-DRB5, HLA-DRB4, HLA-DMA, HLA-DMB, HLA-DPB1, HLA-DRA, CTSG, HLA-DOA, ELANE, HLA-DQA1, HLA-DRB1, HLA-DPA1, HLA-DQB1	1787	38	19256	3.6863900097193176	0.42634193908704787	0.014248514700965066	0.014092299017573064
GOTERM_BP_DIRECT	GO:0045944~positive regulation of transcription from RNA polymerase II promoter	153	8.129649309245483	1.2467233118440248E-4	TCERG1, CRTC3, PID1, MAML2, KDM1A, CD81, HNRNPU, UBP1, RORA, IKZF3, ETS1, ETS2, RPS6KA4, ZNF609, RPS6KA5, ZMIZ1, MYC, STK16, CREB3L2, NFATC2IP, IER5, MEF2A, EOMES, MEF2C, SMARCC1, HGF, ZBTB38, GTF2F1, MED6, RUNX2, JMJD6, ZNF91, MAF, IL23A, NCL, RFX5, HOXB2, SKAP1, ZNF395, BEX1, AKNA, TNKS, EPAS1, TXK, GATA3, ADRB2, PIK3R1, FOXO3, GATA2, FOXO1, PLAC8, NPAT, ZNF827, BCL9L, ZNF263, XRCC6, SMAD3, BCL11B, AUTS2, PHF10, BCL11A, ZBTB16, EAF2, NFATC3, NFATC2, NFATC1, NR1D2, TRERF1, FLI1, PBX1, SMARCA4, SETX, AHI1, CNOT7, FUBP3, CCPG1, ZFP62, MAFG, ZFP64, CAPRIN2, CD28, TCF4, ATM, OGT, TOP2A, RNF10, CD40, HMGB2, SLC40A1, CHD6, PSIP1, TCF20, CTCF, IKBKB, PTBP1, FLCN, NKRF, JAK2, MYBL1, KLF10, KLF12, RBM14, ATMIN, ANXA2, PARP1, ABHD14B, OLIG1, PPRC1, BAZ1B, SFPQ, PLSCR1, TFDP1, TFDP2, IRF4, TAL1, IRF1, IRF8, ITGA6, HDAC4, NFIX, LEF1, DDX21, MLLT6, BCLAF1, ABLIM3, EXOSC9, CXCR3, TBX21, S1PR1, STAT4, E2F2, MEF2D, NPM1, STAT1, STAT2, FOXJ3, OSM, RRP1B, KLF4, MAPK14, KLF2, BATF, SKI, KLF5, APEX1, POU2AF1, SSBP2, LPIN1, SSBP3, TAF3, RBMX, PF4, TAF1	1787	1230	19256	1.3403797070986938	0.47701989600169614	0.01620428624569271	0.016026628173754942
GOTERM_BP_DIRECT	GO:0006338~chromatin remodeling	53	2.81615302869288	1.5642946758398388E-4	RERE, CHD6, PSIP1, CHD3, RPS6KA4, FBL, RPS6KA5, MYC, RUVBL1, DPF2, PWWP2A, JAK2, JARID2, TGM2, EOMES, SMARCC1, BRD1, SMARCC2, PRMT1, ACTL6A, MSL3, PRKCA, BAZ1B, ARID1B, JMJD6, SFPQ, IRF4, DPEP2, PADI4, JDP2, HDAC4, ZNF274, MEAF6, SATB1, ZBTB1, DDX21, GATA3, HIRA, PAK1, MTA1, ZNF827, RBBP4, SMYD2, RBBP7, MORC2, SMARCE1, NPM1, PHF10, SMARCA4, YEATS2, POLE3, ATM, TAF1	1787	335	19256	1.7047966658036064	0.5566254668487145	0.019836019560222736	0.01961854444675232
GOTERM_BP_DIRECT	GO:1904874~positive regulation of telomerase RNA localization to Cajal body	8	0.4250797024442083	1.921461937674807E-4	CCT3, CCT6A, DKC1, RUVBL1, NHP2, CCT8, CCT7, CCT4	1787	15	19256	5.746987502331655	0.6317760800177598	0.023784953842788864	0.02352418400839014
GOTERM_BP_DIRECT	GO:0030890~positive regulation of B cell proliferation	14	0.7438894792773645	1.9687381573637217E-4	CD74, MEF2C, CD40, TFRC, CD81, FCRL3, NFATC2, SLC39A10, BST1, BCL6, GPR183, BCL2, ADA, CARD11	1787	46	19256	3.2795309116566504	0.6407180188655043	0.02380341786077672	0.023542445593405247
