"GSM1691863" "GSM1691865" "GSM1691866" "GSM1691867" "GSM1691871" "GSM1602802" "GSM1602803" "GSM1691873" "GSM1691874" "GSM1691875" "GSM1691877" "GSM1691878" "GSM1602805" "GSM1691882" "GSM1691883" "GSM1691885" "GSM1691886" "GSM1691890" "GSM1691893" "GSM1691895" "GSM1691896" "GSM1691897" "GSM1691898" "GSM1691901" "GSM1691903" "GSM1691904" "GSM1602810" "GSM1691905" "GSM1691909" "GSM1602811" "GSM1691911" "GSM1602812" "GSM1691915" "GSM1602815" "GSM1691918" "GSM1602816" "GSM1691923" "GSM1691925" "GSM1602818" "GSM1691927" "GSM1602819" "GSM1691928" "GSM1691929" "GSM1602820" "GSM1691933" "GSM1691934" "GSM1691938" "GSM1691941" "GSM1691942" "GSM1691944" "GSM1691947" "GSM1691953" "GSM1691954" "GSM1602824" "GSM1691957" "GSM1691959" "GSM1691960" "GSM1691961" "GSM1691962" "GSM1691963" "GSM1691968" "GSM1602825" "GSM1691970" "GSM1691973" "GSM1691977" "GSM1691980" "GSM1691983" "GSM1691986" "GSM1691987" "GSM1691989" "GSM1691990" "GSM1602826" "GSM1691993" "GSM1691994" "GSM1691995" "GSM1691997" "GSM1692000" "GSM1692002" "GSM1602827" "GSM1692005" "GSM1692007" "GSM1692008" "GSM1602829" "GSM1692009" "GSM1692012" "GSM1602830" "GSM1602831" "GSM1602832" "GSM1692016" "GSM1692019" "GSM1602834" "GSM1692022" "GSM1692023" "GSM1692025" "GSM1692030" "GSM1602836" "GSM1692032" "GSM1692033" "GSM1692034" "GSM1692035" "GSM1602837" "GSM1602838" "GSM1692040" "GSM1692041" "GSM1692042" "GSM1692045" "GSM1692050" "GSM1692051" "GSM1692052" "GSM1692055" "GSM1692058" "GSM1692059" "GSM1692060" "GSM1692061" "GSM1692063" "GSM1602840" "GSM1602841" "GSM1692065" "GSM1692066" "GSM1692068" "GSM1602842" "GSM1692073" "GSM1692074" "GSM1691861" "GSM1691864" "GSM1691868" "GSM1691880" "GSM1691884" "GSM1691900" "GSM1602813" "GSM1691932" "GSM1691935" "GSM1691937" "GSM1691943" "GSM1691946" "GSM1602823" "GSM1691965" "GSM1691966" "GSM1691969" "GSM1691981" "GSM1691984" "GSM1691985" "GSM1691991" "GSM1691992" "GSM1692004" "GSM1692006" "GSM1692011" "GSM1692017" "GSM1692024" "GSM1692029" "GSM1692038" "GSM1692043" "GSM1602839" "GSM1692047" "GSM1692056" "GSM1692064" "GSM1692071"
"C18orf10" 6.297775276 6.573831519 8.047537604 7.79192823 4.934452166 4.832018001 5.522075065 5.828356229 6.765939543 4.900700874 7.132956093 4.985933085 3.487427068 4.865388571 7.992581058 5.536906973 4.395038954 5.092362792 10.23487137 6.084640232 7.831370994 5.96995487 7.22671665 6.485007555 8.748694807 4.838475316 5.806396562 5.673102676 4.410814021 5.498044777 5.942073465 7.472345543 5.983397641 6.283904054 4.678020037 7.929974052 6.717516157 4.399176318 9.056028001 5.749938395 5.359127163 6.509735588 7.472381743 8.347533407 6.797761366 6.587231438 6.620163395 6.020771899 9.029622869 8.257303969 4.011175547 5.646461596 7.002311679 7.073437708 7.465051302 5.795865028 6.238727675 6.912215094 7.320496316 4.186437817 6.530791534 6.473788863 7.81746735 6.017302366 6.568125165 7.850291286 5.0228687 6.120127983 5.225796582 6.053842172 5.012884137 6.158219356 7.23256438 6.914438505 8.331900722 5.933592455 6.584023059 4.743059726 8.892899997 6.873052462 6.458061073 7.049404219 4.403767632 5.793333059 6.684596 5.700837884 5.858406508 5.968479934 6.489224183 7.932599074 6.78200283 7.725723593 7.181417244 6.331665271 8.283745554 5.055418026 7.48611001 7.843215557 5.01244382 7.151156198 5.059920353 5.010956933 6.829357126 3.993210547 7.020139609 6.172382315 6.242366681 7.245197626 4.743208644 6.626290618 6.902398909 5.728455884 7.592315065 7.008078841 6.91356068 5.534847268 6.336020557 6.700304241 8.523812958 4.426483122 4.351156698 6.098859883 5.318575421 7.177828243 7.51493647 7.937928758 8.26847338 5.88182624 7.340511864 8.64518439 7.928331982 6.609765371 7.545764552 7.844631567 6.638411292 8.956098182 6.416390861 9.279141238 8.18314731 8.740403547 10.00547763 6.657704802 6.361017398 5.540473837 4.896702295 8.320585216 7.857525977 5.260041164 7.985747294 6.992467771 8.032273694 7.736382868 5.423806184 5.621975545 7.896748068 8.965988088 6.311301788
"XK" 5.937442291 7.018511333 7.789357624 9.237850667 5.267650365 4.256396562 6.289027451 7.644294458 5.186864985 3.823821186 8.183339397 3.568462593 3.480085322 4.616700674 8.159254743 6.723985183 4.052118951 6.605071812 10.15307451 6.739601441 6.822193395 6.48285121 8.562519094 5.361170073 10.50965451 6.137503109 6.368257375 6.481483011 5.078324284 4.107502824 7.046412361 9.048204315 5.542764504 5.989468799 4.150156732 6.116198715 7.240023811 5.322347596 10.2345994 6.905859146 5.05847704 6.893927643 7.378342233 8.242596713 6.036877981 8.215766665 5.407560224 5.65727659 10.07198875 7.549405038 3.953512877 5.12849214 7.461710459 7.814053491 8.142206849 4.640196363 6.522434201 7.369853851 8.949081366 6.862258121 7.311356162 5.953785264 8.838817139 6.208688286 6.866475714 8.329646929 6.138905078 6.225450134 4.234947176 6.688359016 6.310116546 6.721263708 6.692158593 6.23668824 7.695804272 5.548279542 8.112732568 4.363357968 8.65377603 7.313648367 5.257720871 8.222793485 4.668825494 6.384095359 7.792814158 4.513012432 6.112240659 5.599553191 7.289592082 8.908473671 6.232659042 8.927996222 7.875756924 6.232713104 9.280203542 3.746592456 7.443982971 7.332065334 6.233072589 6.64516251 6.418220519 5.382482578 7.152391752 3.410741564 7.880460585 3.282434529 5.968629732 7.862544891 4.426429229 7.811791137 8.115338688 3.9474209 8.123489433 6.216663387 6.756119949 7.371029719 6.381965461 8.020447736 8.999484582 4.424464246 3.94123967 7.701415101 6.137164674 8.437168546 6.952607538 9.387557402 9.67920238 5.2013234 6.742151511 9.396785232 7.906416568 4.849911232 9.017538528 9.074337153 6.844663725 8.197559257 7.223722703 9.897587882 8.55586685 9.929377716 10.55782526 6.5072838 6.186597032 3.521065647 5.642900476 7.75710426 8.726836375 5.509636054 9.723750879 8.951960731 7.164288516 8.027244176 5.707905889 5.345187049 7.747074967 9.426981003 5.48008532
"KLF1" 6.928490241 6.961346353 8.261358662 7.175021907 5.077360512 4.104565922 5.241593666 7.212467234 6.592330317 3.951723572 6.94413784 3.966990846 3.599884495 4.116770304 8.210886784 5.022513091 2.39265108 4.619709499 10.1276791 6.302889688 6.9570308 4.804889883 6.49317015 6.548433661 9.979958348 5.680075416 5.237611859 7.688129501 5.021463023 4.353578548 8.382331441 7.180511431 5.623376287 5.417227678 4.804200382 8.238965273 5.320217282 2.614809129 8.745738712 6.601055206 4.244687236 5.291836817 7.18490638 7.247750118 6.280299825 5.819718863 6.721808991 7.208407838 8.636915867 7.134885797 4.051242382 6.651650376 6.190014676 6.896506111 7.901971052 5.448098018 5.890588763 6.664353308 7.534406358 5.771361012 6.88359832 5.690609995 8.010381435 4.632100481 5.025254821 8.006284821 4.48832348 6.635080283 3.87885572 6.844321634 5.137561916 6.232816535 7.704221415 7.532988373 8.274367451 5.090511906 7.515395151 5.419635417 7.258612573 7.053136323 4.689667963 7.583468618 4.132595504 5.925446236 7.891385074 5.139639201 4.667434653 6.383145253 5.281634896 7.685898514 7.1335892 6.610688385 7.225730562 6.082616201 8.091570129 2.826095796 8.070246244 7.199692741 5.718968739 5.446255975 4.820292197 6.0147798 6.88864143 4.465640151 7.553001701 6.122717679 5.538477419 6.976176201 4.195180343 5.8018461 6.174350329 5.640604376 7.726846375 6.047226997 5.119399839 5.978442334 6.370071256 8.465579607 7.032782225 5.251233583 4.683934665 6.069317609 6.510522656 7.286291609 6.668285863 8.085825211 7.275042896 5.833782223 7.344001039 9.492508845 5.829360392 6.654315342 9.088771029 8.250862578 7.869648501 9.403566455 4.53261294 9.335505239 8.291423602 6.880915194 9.416246595 6.042425587 7.133046185 4.456690057 5.444411016 8.151668679 7.681372731 3.696771122 8.705618446 7.038747145 8.633504766 8.382175886 6.892968912 6.634749979 8.795090924 8.636138807 5.018078596
"OAS3" 3.462155926 3.196354418 3.26140992 3.472700415 2.69135643 3.597020425 3.341575059 9.019184009 11.2629061 4.748190846 3.334588475 4.380774606 7.557904461 3.534374706 11.31922025 4.379254276 9.985229878 8.193260027 4.950323781 5.171040643 3.20974852 3.206742964 4.087305884 7.257485438 7.547336118 3.940117229 8.511518195 5.763571578 4.007174416 10.40692192 10.06146159 4.692115137 2.894690543 5.991712557 2.755138211 4.54892944 8.323894824 5.585085782 6.585021837 3.331572658 3.012852692 4.082607013 3.85877725 5.202195788 2.697051579 7.749782579 3.479312876 2.80044627 2.10058628 8.383636121 7.006910649 7.436002461 2.998260545 7.86098219 3.827773456 3.715644164 5.83533423 7.621436677 6.773691836 10.0534889 2.773348808 5.136322878 8.060174342 10.25489997 10.82499047 3.022311147 3.408637891 2.987457404 2.872890948 3.931483686 5.536086773 10.30356238 6.788549182 3.979963993 3.622207582 6.857196737 9.414552127 4.169552681 3.794088731 4.316457158 2.592020872 3.709562024 2.877956286 8.714476473 3.652089217 3.939135209 4.601196719 4.264109848 6.200854711 6.598071087 3.090213479 2.56178889 3.592594809 5.029497232 2.748062342 9.080149632 4.41362527 8.991542646 2.411247781 3.266503614 7.480808973 5.978707288 6.669144247 4.596869525 4.841912422 2.459774134 2.447651476 3.570820941 4.426912492 10.83680656 3.785477506 4.587089357 2.939413368 3.161191394 11.22813022 10.17514439 3.741066775 9.073390846 10.0620919 4.623757154 3.455606108 7.314341787 4.735117596 2.729056529 6.424661459 4.792920319 3.268711703 4.334992852 5.54404589 5.072438881 3.106326934 2.984195044 3.551699757 8.572789061 3.616612965 5.922720149 3.014223173 8.82639366 2.28285316 3.127007062 3.325837292 2.772488113 4.227186825 4.600864817 9.047351154 2.868366258 2.982809074 3.263507982 2.510611503 2.952129793 2.175148956 2.974603217 5.590274058 3.598374261 3.160367819 9.292977745 3.41384947
"TNS1" 5.998994764 5.741839808 7.146755017 6.787795383 4.851219147 3.537694068 3.305497767 4.899515245 5.758710521 3.888144596 6.127357338 4.144952573 4.521851373 4.146215912 6.447496652 5.427319774 3.448524194 3.947017469 9.217562481 5.31434532 6.099765639 4.727768794 6.304445477 5.003641073 8.649097622 4.17984975 4.742019863 4.709604961 3.518027916 4.688950549 6.245268298 6.269156966 5.630646511 4.491523727 3.769073138 7.674181454 4.017508104 3.481600929 7.334201102 4.14437576 4.265622177 4.204280233 6.375932356 7.446326497 4.169169351 5.184002743 6.255964993 5.489539097 8.327841535 6.795251571 3.642904678 4.732138547 5.591548942 6.593985485 7.222560575 4.326057889 5.227975041 7.039189505 6.769630138 3.590118521 6.672880737 5.520050443 6.741380879 4.64086401 5.051810815 7.259068278 4.074901706 5.479369938 3.928632783 5.4652363 4.165201318 5.001061015 6.79974506 5.374266757 5.991013523 4.199229654 6.121398814 3.9477054 7.254387747 6.530439905 4.691469244 6.38061377 4.477096197 4.117207733 7.040229045 4.297741854 4.810639677 5.492724819 4.817313249 7.220209098 6.116886317 6.644640674 6.335593467 5.443624666 7.054893034 2.765013045 6.56671157 5.519748926 5.53620491 6.644349666 3.467132218 5.286670075 6.444159114 3.332688373 6.482901891 4.319658524 4.801088984 5.811405693 3.712644768 5.99379253 5.75392269 5.088461658 5.559909121 6.115050885 5.193452501 3.913245576 5.389003748 6.650001778 5.984433977 4.267558401 3.272612354 5.353346567 5.454780955 6.469715779 6.301296223 7.901358791 6.782408565 4.615021254 5.89346875 7.421945831 4.419417371 6.403895657 7.409485603 6.905470546 7.73874343 8.710564718 4.544346689 8.176161585 6.348250368 6.195158465 8.623579063 5.942764147 6.170086755 4.089105508 4.396680846 6.217342477 7.435692852 3.735396074 8.002018274 6.078529875 7.404031081 6.801067302 5.18097276 6.15501903 7.356496493 8.146867806 5.933379512
"CA2" 5.638771675 3.633993238 5.409520142 8.529824663 4.735884606 4.691398111 3.797142691 4.585455436 4.050425628 4.374949415 7.267851021 3.613711754 6.157794996 5.685985867 4.317045262 4.532640929 3.311949932 5.93224531 9.232162137 5.709821651 4.24462198 3.39486101 8.140449393 4.761462102 8.539438741 4.512835993 3.262761657 4.653487438 4.474466446 5.260059396 5.527409267 6.344546504 5.045161452 5.394159952 4.626185403 5.095592576 4.033431697 3.895641172 8.287631103 4.2373081 3.832613025 4.624961555 5.403538246 5.889382228 4.213081948 7.211082821 5.037846384 4.187181307 8.323706709 3.438666908 5.578410359 3.439891197 6.135604395 7.107320299 7.114114873 5.012936279 6.383001549 6.018842756 6.210287277 6.419705301 4.302589712 4.441972645 6.538493362 5.743742078 5.805820603 7.748953515 5.175984342 5.389911815 3.586963239 5.520953734 4.336504772 4.507686829 4.815980317 7.253232848 6.747018221 4.856096835 5.698358536 2.537054538 7.29801059 4.993514018 6.373773217 6.488713099 3.117436216 5.70371852 6.171749559 6.63660974 4.89219141 3.934461772 4.453161409 6.134333118 4.323256148 6.983447919 7.012278171 3.864929785 7.570570416 3.880980649 6.305594964 4.891685819 4.162281691 4.475688948 5.316810621 3.62879271 6.424877733 4.281209785 5.409273852 4.73993747 5.068350713 5.751185457 5.111175052 6.146269169 5.518171096 5.117056755 5.657193975 4.953754242 6.092333885 5.037717553 4.444543336 5.47084058 6.338342362 4.406305851 3.935345382 5.196577094 4.852180123 7.261611704 4.237123037 6.45384324 7.116005431 4.351010419 3.324835248 8.201728814 5.926048194 5.886565325 9.782089415 5.972306601 6.642021105 6.235415669 4.701761283 8.408204355 7.361301096 7.022786295 9.256610527 5.697221279 7.780958902 4.392227909 3.955154488 6.940798817 6.923645767 3.707878476 8.905405011 7.668494371 6.326803801 5.173070945 5.833363463 7.441940384 6.298606046 10.54428022 4.726058154
"KCNH2" 8.067517113 5.07998637 7.1461004 5.306158892 4.017750768 4.32588319 3.551240503 6.611657406 5.535073004 3.968969316 7.769713304 4.138951348 4.708671198 3.21501001 5.270495486 5.029099359 3.893656383 3.672544765 10.06222265 4.729371718 5.760611782 6.342473853 6.163592383 5.26155232 7.491206872 4.416650633 4.61754794 8.567876976 3.274405639 3.898361719 3.749541646 5.386533659 4.012431694 6.093747557 2.960459011 6.532814703 5.700179991 3.937143309 8.74951213 4.159460732 4.442865612 5.817704108 7.583713122 7.813352333 5.273838989 6.578708798 4.925626348 4.153876668 8.746339608 7.760429287 2.630870481 4.342521276 4.660092985 5.421779976 6.428818842 3.579355811 5.957629852 6.612112345 5.607716352 5.214220831 4.560462198 3.957453213 6.456544811 3.72686243 4.478723044 7.669343246 3.307115324 5.564884582 3.900903795 6.956096505 3.55915845 6.132719962 6.726293637 6.167741658 7.528948821 4.214964123 5.729640062 5.051125405 7.018940459 6.713055154 5.717434028 6.341041667 4.423456641 4.7184411 8.666672788 4.573282697 3.122935754 5.135772337 4.196262647 7.559486836 5.74395379 6.663821988 5.669603647 5.191763134 7.302432581 3.225714912 7.077362481 7.010438173 3.1886208 4.778112666 3.349308097 4.876343919 6.284123188 3.365399364 6.29842404 2.885861271 3.798220247 4.833469725 2.960349443 4.488541555 6.311165278 5.717290101 7.533140854 3.566106456 4.155145282 2.845734671 5.208198605 5.211252383 6.2310443 6.376063201 4.338442126 4.564842804 2.823011365 6.691942133 6.368039536 7.243845761 7.986673135 5.196010284 7.331608235 7.242004436 5.048753866 5.002726353 9.244341138 7.739521306 6.483956746 9.62663836 5.227673135 8.362461931 6.859241865 6.698822562 7.617447157 7.050453254 7.313935845 3.660851923 4.472331709 7.295621709 6.204906786 3.203056632 7.534798738 4.964046888 8.015193463 6.067565898 4.211013804 6.224865041 6.555836707 9.424725299 6.474209414
"TMCC2" 5.344553057 4.888209035 6.810979687 6.189814059 5.070124891 3.734627535 4.161314058 5.393317808 4.946161547 3.788825825 6.328247532 4.46373732 3.925364724 3.542153019 6.225122895 4.04998194 3.322052817 4.416736422 8.450653752 5.22268736 5.836453391 4.255313582 7.159976913 4.627964659 10.00325618 4.28379475 4.074017013 6.806652068 4.0280805 4.005961738 6.738129209 6.262883272 4.491083012 4.382366982 4.356146886 7.220161437 4.303446846 3.379583681 7.615696037 4.445972581 4.083108754 4.509004901 5.253972127 6.686795792 4.879311239 5.35163697 4.641293769 7.114550605 8.187451614 5.657923287 4.936399127 4.603017809 5.175788677 6.628590372 5.786337603 4.496240099 5.07376952 5.285014573 5.034071034 5.743509318 5.774267822 5.811831671 6.760033454 4.358757591 5.454813787 7.475463979 4.224776345 5.270237878 3.973470097 5.007933472 4.931262834 5.281493809 5.87238463 6.075239259 8.48092791 4.097273135 5.312725922 4.24381894 5.785408029 5.093006163 4.572994753 6.066677039 3.80217882 5.888763932 5.822247048 4.39128294 4.737818875 4.226952216 5.008435382 5.920274033 5.738639567 5.082820494 7.124229192 5.05337926 7.145523302 3.424626699 6.86026408 5.753126391 4.286770693 5.157251235 4.283400355 5.390497571 4.648402716 3.857301364 5.251727704 5.307031289 4.730691485 5.079006475 5.390056589 5.311727961 5.271383387 6.337926645 5.853264849 5.199627866 4.537738622 6.005332065 4.813652927 5.740807771 6.639350203 3.795986273 3.83378081 5.198124195 4.539331379 5.601665459 5.508939504 6.605680921 6.485450648 4.597267037 5.604153128 7.340261443 6.225861392 5.342909288 9.241246573 7.508939801 6.811350389 7.828863432 4.629982672 9.539195006 7.549408792 5.770148433 8.98397444 5.088081707 7.679873899 4.151309304 3.757922876 5.825301506 7.06435107 3.614947911 9.018344811 6.304908384 6.669403064 6.495154602 5.965403254 7.537480282 7.26687684 8.774622769 4.686043335
"March 8" 6.364833465 4.329404276 6.4425722 6.596622179 4.99703011 3.731579778 4.77328253 4.991439492 6.084198533 4.054034197 5.733001353 4.515493812 3.943871946 3.997667923 5.482139078 4.626569426 3.532264406 4.556609457 8.735909068 5.326610568 5.919962631 4.953101528 5.722920417 5.072926278 8.991409658 4.752009343 4.361354498 5.361328051 3.443707319 4.262125493 5.84159394 6.186292551 5.046821669 4.242783765 3.429229027 6.146628985 4.264410541 3.753400251 7.548041718 5.351230918 4.262751659 4.603820194 5.355521073 7.387281502 4.57166393 4.93232151 5.251863979 6.593414118 8.002125281 6.365920121 3.607412643 3.984493247 5.020864589 5.807513496 6.626731972 4.652908496 4.938812488 5.6082645 6.006786953 4.740183816 4.13249975 4.493613977 6.754511938 4.495170433 5.583399233 6.290786489 3.829692988 4.681737653 4.54254093 4.849806137 4.461030199 4.657851318 6.053320175 5.036071349 7.667018429 4.303816156 5.452100624 4.486450543 6.557408149 5.240473426 4.36644829 6.488571064 3.203978253 4.291225395 6.49842067 4.232188617 4.443211382 4.879212954 4.352696834 7.385162872 5.393765764 7.375943529 5.759274842 4.611058561 6.498290373 3.431796883 5.54377069 5.145903591 7.26417751 5.314824954 3.942844621 5.088858335 4.818740484 4.345628687 5.779548302 4.994123239 3.989718299 5.951276251 3.603464149 5.59804382 5.729941509 6.920950639 6.278096292 5.598539916 4.840397069 4.936348857 5.176006098 6.366265087 6.831289125 4.336623203 3.380095645 5.189178233 3.885243095 6.810979193 6.530285507 6.379241131 7.458937878 5.256047473 5.246249162 6.779556508 4.91797586 5.498707681 8.042854265 8.664234414 5.875586797 8.077070505 4.661569985 8.319594518 7.90743369 6.99360983 8.951332264 5.135074452 6.986134341 4.312898343 4.107483206 5.949912818 7.014570674 3.718687717 8.911747931 5.655691033 6.675755476 6.333891178 4.637661339 5.396216552 7.628418101 8.744690099 4.665047395
"FLCN" 5.985323259 4.755351714 5.013461787 5.131940085 3.319726384 4.038826683 3.960511446 6.911441159 4.942855008 4.032989177 5.605757514 3.664288133 3.084931112 3.257882261 6.119557537 4.617058801 4.160340213 6.556534714 7.993039396 5.416613095 8.329186764 5.097495244 4.360826833 4.717943162 7.316036554 4.327446909 4.555531204 4.309924688 3.319936864 4.078087754 5.525911158 4.942494094 5.606217452 4.189225229 2.635767934 3.997806636 4.75925242 3.845719772 8.025586565 3.86568895 3.959017421 5.18030879 6.375511499 8.062885807 3.789496225 5.195293342 6.698789657 4.360979872 8.101034365 6.53792669 3.724176889 3.337345512 5.402751286 6.075389261 8.11694669 3.651259108 5.159311651 4.882950619 5.87845137 5.439357679 5.67910652 7.363303694 7.53049802 4.77493805 6.485008856 7.528118867 4.90796287 3.756558482 3.915656549 5.006682118 4.468744942 5.693179943 5.860216416 4.477425743 6.749049665 4.169112519 6.16399983 4.614229428 5.707783483 6.624393307 5.479693871 7.262237018 4.055199849 6.104653199 7.941038835 4.463586115 4.63303234 3.773745871 5.601335735 7.469598298 4.130325429 6.044278006 4.392768769 6.780694029 6.574845706 3.53380529 4.68962702 6.127369709 4.643346822 5.231515454 4.142204261 3.615192844 4.669049612 3.67721747 5.763494232 3.959512265 4.50640891 5.778745483 2.932886531 7.254696692 6.213583858 4.603622728 5.59883768 5.608525341 4.294315403 3.436027334 5.71404805 8.098750673 5.25584852 5.240784489 3.272231108 5.889292571 4.231791217 6.858014667 8.211740547 8.688344059 8.209271689 4.026905914 6.550208037 7.865471826 4.267713745 5.007761145 9.218753591 6.261998785 7.111168007 7.693091906 4.242957369 8.698163674 5.575404621 8.047827561 8.578213667 4.896881711 4.907179072 4.375891552 3.641955197 6.051322543 5.835754388 4.291327753 9.088417364 5.680805245 5.285153003 8.654521931 4.185858489 4.77032143 4.8177925 6.731700045 4.600332461
"SPTB" 4.611921963 3.965571136 6.681768623 7.477468201 5.210620254 2.956909748 4.35986517 5.944144587 5.270546815 3.759613749 6.439382011 3.885404984 3.283763878 3.275416861 5.693380251 4.7775432 3.140707797 5.021319207 8.900748017 4.156256734 5.639414636 5.06667294 7.136177327 3.735403376 7.981667656 5.028427527 5.106633245 4.724575879 2.967370805 3.729993922 4.005750289 6.790825819 5.227500956 4.897132553 3.285491979 5.958332236 4.652011251 2.990756945 7.547716422 4.316952664 3.704781982 4.399648231 6.193093704 6.932431951 4.779596619 5.681995357 4.839220652 5.307569334 8.070621394 5.814202999 3.982460238 3.419344929 6.087650701 7.198457546 7.554657289 4.439366689 5.039621989 6.294997804 6.841516074 3.554510585 6.058112659 5.04533875 7.188146907 5.234242265 4.815480505 7.266708537 4.674105261 5.433138605 3.835896833 4.984589822 4.369100722 4.259513382 6.175119046 4.615551688 5.180652154 4.962575344 5.855935246 3.095570287 7.284898788 5.592574467 4.156216767 6.55108528 3.786033103 3.445060802 5.342640768 4.811414114 4.197389484 3.342369759 5.020007773 7.023075961 5.861703991 6.218452758 6.422434926 5.410265866 7.221221249 2.738034386 6.650023127 4.325145131 3.966524706 5.919418456 3.375561995 5.252503749 6.328899976 4.141569704 6.167503369 3.780468944 4.115309435 6.443455779 3.835748425 4.805988711 5.753459368 2.877572325 6.315667455 5.043247602 5.960839476 3.38289977 4.545021037 6.831628985 5.606032023 2.993472486 3.482249468 5.852477084 4.905396305 5.946766837 6.130802842 7.378701652 7.740590907 5.189659033 4.134836719 7.661159492 6.062054198 5.10710246 7.328169941 7.160321038 7.105952087 6.783586929 5.008660846 7.437252154 7.485366482 7.389106718 7.991662644 5.576946223 5.484144721 4.056885127 4.820338614 5.709973459 6.255529137 3.040376788 7.13648768 6.897029975 7.133514642 6.458045077 5.222163108 4.96917663 6.750472821 7.117966702 4.342116127
"IFIT1B" 4.34340409 4.001610327 6.156031412 8.800885719 3.84437628 2.599784569 3.633058191 4.573647457 4.334723443 3.047680892 6.847691852 2.829637732 2.521718417 3.140059754 5.648585959 4.51673995 2.73677853 4.015603394 8.628552417 4.791686561 4.292093866 3.05353068 6.547129304 3.713004461 10.64358924 3.425467767 4.013606775 3.436026936 3.146163056 3.400940967 7.888892545 7.837959017 4.349560147 2.906747628 3.437200685 6.085234947 5.068670568 2.337638672 7.946123347 3.36970373 3.517863922 2.705099074 4.836209578 6.66756207 3.351674644 5.510719375 4.310272536 6.420417075 9.182232253 4.321344156 3.27790944 3.830783323 5.99004156 6.733042633 8.350587009 2.701408246 3.801011079 5.376414692 7.413151175 5.160435893 6.664443747 5.153389782 7.414050941 3.839545722 5.194703926 7.385439747 4.279940367 4.671515587 2.158328764 3.32919882 3.806195262 4.429406658 5.289448294 6.693479043 7.129612081 2.554407563 5.880415396 3.255948285 7.208273477 3.550098553 4.007218704 7.779121342 2.789021155 5.831503848 6.222004261 3.17032278 3.822641127 3.75116386 4.62390048 7.421116004 5.167790192 5.57513849 7.648660433 4.471463021 7.756814603 3.302223671 7.541901091 5.257839768 3.642487996 5.503962853 3.892586409 3.589899052 5.698373247 2.380830095 5.11020686 3.576513419 4.129366349 6.430166242 3.890668115 5.764862753 5.833966607 3.110616172 6.882637328 5.157158043 4.528142775 6.203234341 4.34043849 8.09003218 8.128176107 2.247110392 2.7246224 4.579963298 3.860633252 6.319504741 4.743107572 7.884080875 7.483910511 3.425755868 3.752719398 7.444720588 4.710280456 4.187678311 7.918347054 6.45151742 4.99747993 8.037521615 3.220419327 9.302820268 9.923520801 6.545197589 10.44714399 4.413053813 5.197893777 2.866065783 2.713482884 6.287648322 7.90627187 3.133874484 9.11734529 8.123424924 6.076669172 6.330879235 6.81743133 2.536505083 6.817646608 8.034863733 3.298841339
"ZBTB16" 5.415350677 3.713875567 3.270472342 6.452572525 6.701072081 2.46154822 4.234232753 4.005833642 8.798880198 6.661314275 4.059163073 7.591566893 4.446187845 2.873609192 4.346168945 5.078938893 7.125024097 6.938184722 7.528589807 2.703632393 3.940597316 4.190353913 5.379872141 3.903020341 3.25807194 3.375328543 3.209132154 6.216439592 2.667080502 4.405986916 4.001444229 2.943682359 6.024961851 4.6155502 4.935565896 6.089564101 6.129691813 5.913180994 4.260099558 3.069960447 3.843687068 4.467230578 5.907753315 4.074527461 4.994525951 3.455320844 3.782535007 7.742624129 8.399941802 2.913649457 6.210275622 3.840189327 4.229128437 5.045043119 5.40733242 5.496085945 4.317016566 4.496064459 3.512964551 2.967279912 3.468753439 4.995760089 6.821115506 4.276748707 5.419435601 3.498745727 6.360558729 4.662161013 4.015576232 4.389374749 3.395819966 4.827644747 3.38693362 6.268705491 7.85502389 3.535706466 3.874328775 4.823917946 3.753930235 6.217765787 5.276787116 3.704488741 4.124419653 5.546607543 3.806427293 3.174338352 3.219934246 3.691602462 8.609353645 5.130388697 8.373295538 3.490019106 5.771123047 3.217407442 4.473026391 3.827568035 3.502801856 3.774346596 5.112639303 3.002443898 6.459276049 6.531639585 3.960701287 4.545626937 3.636532211 3.126946521 4.09627216 4.085288804 4.427654476 6.175549259 4.053170149 6.598938915 4.052392602 4.623934753 6.367961029 2.991637705 3.01448421 2.63921304 4.345732458 6.262674092 3.354119594 3.853585324 2.827097666 3.703946184 4.167230108 4.373747369 6.496911781 5.461003783 5.026015426 5.501850684 7.180192773 2.976189001 7.016065602 5.148333984 6.652444649 8.698068269 3.694384435 8.604955994 6.796225524 5.083501251 4.028218933 7.675456839 7.304875616 6.114277617 4.557894842 6.611767737 5.073214025 4.767479026 3.533100004 7.113669947 6.08723783 6.763650483 4.139853557 6.180456391 5.950435563 6.835002715 4.940943349
