"pathway" "pval" "padj" "ES" "NES" "nMoreExtreme" "size"
"49" "REACTOME_ATTENUATION_PHASE" 0.59773156899811 0.937169955216921 -0.329111061240606 -0.920640505379026 4742 23
"50" "REACTOME_AUF1_HNRNP_D0_BINDS_AND_DESTABILIZES_MRNA" 0.948190789473684 1 0.175043705771009 0.737846183655829 1152 50
"51" "REACTOME_AURKA_ACTIVATION_BY_TPX2" 0.658501118568233 0.987149757268649 -0.272148225116139 -0.893214235345733 5886 58
"52" "REACTOME_AUTOPHAGY" 0.594017094017094 0.935474606075152 0.200014045727853 0.968901733704246 277 109
"53" "REACTOME_BASE_EXCISION_REPAIR" 0.0237614351906855 0.129800850670453 -0.484865031754249 -1.47999577295688 199 37
"54" "REACTOME_BASIGIN_INTERACTIONS" 0.357447909926233 0.746081871268195 -0.412554650353168 -1.09668637239235 2761 18
"55" "REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING" 0.999163092373679 1 -0.151925615621111 -0.538377016970076 9550 114
"56" "REACTOME_BETA_CATENIN_PHOSPHORYLATION_CASCADE" 0.987871183605186 1 0.170396305339706 0.536788460940421 2361 16
"57" "REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM" 0.511162790697674 0.88803705163579 0.278479480785957 0.950289175498633 1098 21
"58" "REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS" 0.0837209302325581 0.298483316481294 0.406840430536248 1.38831075166704 179 21
"59" "REACTOME_BIOLOGICAL_OXIDATIONS" 0.739526411657559 1 0.190559278256434 0.910166491014588 405 99
"60" "REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN" 0.825862262667116 1 -0.240328768500835 -0.784339872286801 7350 56
"61" "REACTOME_BMAL1_CLOCK_NPAS2_ACTIVATES_CIRCADIAN_GENE_EXPRESSION" 0.445949432404541 0.82583781906581 -0.382353371481523 -1.0290535142741 3456 19
"62" "REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM" 0.00513610683102209 0.0416990851627536 -0.6094627368605 -1.65507065355919 39 20
"63" "REACTOME_BUDDING_AND_MATURATION_OF_HIV_VIRION" 0.408321238509918 0.787887500289828 0.291144656323141 1.01511276908543 843 23
"64" "REACTOME_BUTYRATE_RESPONSE_FACTOR_1_BRF1_BINDS_AND_DESTABILIZES_MRNA" 0.41208071278826 0.793207005836557 -0.402055268622854 -1.05318277385969 3144 17
"65" "REACTOME_B_WICH_COMPLEX_POSITIVELY_REGULATES_RRNA_EXPRESSION" 0.0125170405254678 0.0869828239905392 -0.546761221951627 -1.56775526627746 100 26
"66" "REACTOME_CA2_PATHWAY" 0.53518821603928 0.899684549841508 -0.310900183629946 -0.963994876178964 4577 40
"67" "REACTOME_CALNEXIN_CALRETICULIN_CYCLE" 0.679143037177064 0.988725450937469 -0.30835334623912 -0.862573805470964 5388 23
"68" "REACTOME_CARBOXYTERMINAL_POST_TRANSLATIONAL_MODIFICATIONS_OF_TUBULIN" 0.312236286919831 0.715359672795957 0.340630579855166 1.09759013364088 739 17
"69" "REACTOME_CARDIAC_CONDUCTION" 0.842271293375394 1 0.189875025103093 0.840275171339108 800 63
"70" "REACTOME_CARGO_CONCENTRATION_IN_THE_ER" 0.0138224348750665 0.0910968214136345 0.446581984195772 1.63393760068627 25 27
"71" "REACTOME_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS" 0.943706104808212 1 -0.201763005407542 -0.688639358589086 8733 78
"72" "REACTOME_CARGO_TRAFFICKING_TO_THE_PERICILIARY_MEMBRANE" 0.48320537428023 0.865127526003906 -0.33088347855116 -0.996266869551127 4027 34
"73" "REACTOME_CASPASE_ACTIVATION_VIA_EXTRINSIC_APOPTOTIC_SIGNALLING_PATHWAY" 0.748599083036169 1 -0.2958003266559 -0.810910789073217 5877 21
"74" "REACTOME_CA_DEPENDENT_EVENTS" 0.815539958133235 1 -0.264391263308134 -0.763628592551388 6622 27
"75" "REACTOME_CD209_DC_SIGN_SIGNALING" 0.215041279669763 0.572512497822095 -0.452271001112894 -1.21722756437622 1666 19
"76" "REACTOME_CD28_CO_STIMULATION" 0.022467816371144 0.125986358406788 -0.510286756094086 -1.50340853427205 184 30
"77" "REACTOME_CD28_DEPENDENT_PI3K_AKT_SIGNALING" 0.000898818695428865 0.0134030728996404 -0.645696399728567 -1.75346759968392 6 20
"78" "REACTOME_CDC42_GTPASE_CYCLE" 0.952435709805561 1 -0.198872413603072 -0.705710111180516 9110 116
"79" "REACTOME_CDT1_ASSOCIATION_WITH_THE_CDC6_ORC_ORIGIN_COMPLEX" 0.398573692551506 0.780024887570966 0.24349566395176 1.02161332840253 502 48
"80" "REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS" 0.530898876404494 0.899684549841508 0.196173094840313 0.98577474560059 188 134
"81" "REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS" 0.00225952227243383 0.0223632007168692 -0.468466728056709 -1.60696289125211 20 82
"82" "REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA" 0.545068928950159 0.906605520769027 0.218151706171635 0.969717503998145 513 64
"83" "REACTOME_CELLULAR_RESPONSE_TO_STARVATION" 0.000103928497193931 0.00421160760143811 -0.491501182458975 -1.75828437724292 0 129
"84" "REACTOME_CELLULAR_SENESCENCE" 0.780416361544095 1 -0.239340813007746 -0.848149223681 7459 114
"85" "REACTOME_CELL_CELL_COMMUNICATION" 0.961840628507295 1 0.16845677761896 0.752136593280961 856 67
"86" "REACTOME_CELL_CELL_JUNCTION_ORGANIZATION" 0.889774859287054 1 0.210892857142857 0.728286032796443 1896 22
"87" "REACTOME_CELL_CYCLE" 0.0710995393550971 0.269914917922128 -0.303641389091491 -1.1568587303155 709 481
"88" "REACTOME_CELL_CYCLE_CHECKPOINTS" 0.703925347398316 0.996893896297212 -0.248474915354578 -0.915610792411068 6939 197
"89" "REACTOME_CELL_CYCLE_MITOTIC" 0.356849383705782 0.746081871268195 -0.276235374415907 -1.04494949966999 3560 390
"90" "REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE" 0.403550162903045 0.787883651382135 -0.320742726153569 -1.04677983596183 3591 56
"91" "REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS" 0.351919191919192 0.746081871268195 0.341959546464137 1.05970570083858 870 15
"92" "REACTOME_CELL_JUNCTION_ORGANIZATION" 0.119131044148563 0.394102313457152 0.30432882710255 1.23617586573874 169 41
"93" "REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL" 0.706335797254488 0.996893896297212 -0.252640209812136 -0.885393628211149 6688 101
"94" "REACTOME_CHAPERONE_MEDIATED_AUTOPHAGY" 0.526336477987421 0.897288798232194 -0.368233315493185 -0.964586251952474 4016 17
"95" "REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES" 0.00599026581804568 0.0474976830398517 -0.575400111767637 -1.63628375189159 47 25
"96" "REACTOME_CHOLESTEROL_BIOSYNTHESIS" 0.749767441860465 1 0.24104990625837 0.822563716456916 1611 21
"97" "REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM" 0.594368621664822 0.935474606075152 -0.318007840744856 -0.923255481407942 4833 28
"98" "REACTOME_CHROMATIN_MODIFYING_ENZYMES" 0.00040874718986307 0.00931035265799214 -0.442047356247681 -1.60991472093245 3 162
"99" "REACTOME_CHROMOSOME_MAINTENANCE" 0.00229985762786113 0.0223632007168692 -0.481215628665853 -1.61648033744128 20 68
"100" "REACTOME_CILIUM_ASSEMBLY" 0.489503221783413 0.868815242126404 -0.280492165787899 -1.00342585256152 4709 129
"101" "REACTOME_CIRCADIAN_CLOCK" 0.0267757114048846 0.136373188521773 -0.440250598593817 -1.44143651405067 238 57
"102" "REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE" 0.0320203303684879 0.153547783053568 -0.537840820623069 -1.48770356590089 251 22
"103" "REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS" 0.387194485063714 0.771347344328099 -0.296697319027757 -1.05248864840287 3706 115
"104" "REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS" 0.0242173656231542 0.129800850670453 0.404694627716054 1.54618917552466 40 32
"105" "REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION" 0.666666666666667 0.988385901577047 0.172837017461628 0.959584478302246 27 302
"106" "REACTOME_CLASS_I_PEROXISOMAL_MEMBRANE_PROTEIN_IMPORT" 0.634433962264151 0.976052249637155 -0.339137211496546 -0.888369080067991 4841 17
"107" "REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS" 0.989943431803897 1 -0.174972151993562 -0.619462724591584 9449 113
"108" "REACTOME_CLEC7A_DECTIN_1_SIGNALING" 0.909264971811509 1 -0.212209292623533 -0.736799004963809 8547 92
"109" "REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES" 0.0336264873254009 0.157564112039022 0.410001274528695 1.48491239945462 64 26
"110" "REACTOME_COLLAGEN_DEGRADATION" 0.000517330574236937 0.010100263592245 0.682980528836167 2.473568544441 0 26
"111" "REACTOME_COLLAGEN_FORMATION" 0.00126182965299685 0.0154432882904092 0.44907928750285 1.78339534065102 1 37
"112" "REACTOME_COMPLEMENT_CASCADE" 0.0326377742108079 0.154302944295938 0.402601998093651 1.49262937320722 60 28
"113" "REACTOME_COMPLEX_I_BIOGENESIS" 0.979985174203113 1 0.1624699741627 0.668543367978317 1321 44
"114" "REACTOME_CONSTITUTIVE_SIGNALING_BY_ABERRANT_PI3K_IN_CANCER" 0.535422024783727 0.899684549841508 -0.310835149716401 -0.963793228310176 4579 40
"115" "REACTOME_CONSTITUTIVE_SIGNALING_BY_AKT1_E17K_IN_CANCER" 0.765630849868963 1 -0.281142339707983 -0.799493488139485 6134 25
"116" "REACTOME_CONSTITUTIVE_SIGNALING_BY_EGFRVIII" 0.455559984057393 0.837576652302831 -0.398846662432955 -1.01764221021309 3428 15
"117" "REACTOME_CONSTITUTIVE_SIGNALING_BY_LIGAND_RESPONSIVE_EGFR_CANCER_VARIANTS" 0.53293645658082 0.899684549841508 -0.362290902808667 -0.963071184900861 4117 18
"118" "REACTOME_CONVERSION_FROM_APC_C_CDC20_TO_APC_C_CDH1_IN_LATE_ANAPHASE" 0.356800828264527 0.746081871268195 -0.41293229823271 -1.09769026674356 2756 18
"119" "REACTOME_COOPERATION_OF_PDCL_PHLP1_AND_TRIC_CCT_IN_G_PROTEIN_BETA_FOLDING" 0.695245226506926 0.99309966100263 -0.300316486385671 -0.854019623994248 5570 25
"120" "REACTOME_COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING" 0.298676748582231 0.703778545509854 -0.406797836528219 -1.13795800237366 2369 23
"121" "REACTOME_COPII_MEDIATED_VESICLE_TRANSPORT" 0.214145383104126 0.572512497822095 0.256383009177548 1.12388247899054 217 60
"122" "REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC" 0.99575821845175 1 0.138516444365477 0.615726656692328 938 64
"123" "REACTOME_COPI_INDEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC" 0.000673400673400673 0.0115039281705948 0.492917677477168 1.97880671906077 0 39
"124" "REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT" 0.913513513513514 1 0.175948810196907 0.812716192542056 675 80
"125" "REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY" 0.000441940117114131 0.00979434854144831 -0.519606443382065 -1.72754684293845 3 63
"126" "REACTOME_CREB1_PHOSPHORYLATION_THROUGH_NMDA_RECEPTOR_MEDIATED_ACTIVATION_OF_RAS_SIGNALING" 0.991329105733143 1 -0.185618798092623 -0.493427006952326 7659 18
"127" "REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES" 0.0133432171979244 0.0907947640128482 0.36764378245526 1.51280760525507 17 44
"128" "REACTOME_CTLA4_INHIBITORY_SIGNALING" 0.098813209494324 0.344795028873812 -0.503690932574295 -1.35561750708565 765 19
"129" "REACTOME_CYCLIN_A_B1_B2_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION" 0.99075500770416 1 -0.182329629505705 -0.495138424087582 7715 20
"130" "REACTOME_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY" 0.98567863730064 1 -0.17835763281052 -0.606583110837031 9084 76
"131" "REACTOME_CYCLIN_D_ASSOCIATED_EVENTS_IN_G1" 0.749309392265193 1 0.214291119156454 0.865089666764069 1084 40
"132" "REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE" 0.406621831350233 0.787887500289828 0.28282690053386 1.02432162432864 785 26
"133" "REACTOME_CYTOPROTECTION_BY_HMOX1" 0.973362813223837 1 -0.188484109547543 -0.663480221801971 9244 106
"134" "REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA" 0.239779254420543 0.616360465908605 -0.355970156543647 -1.15893928808435 2128 55
"135" "REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS" 0.976093537947594 1 -0.186878050197729 -0.663885447903523 9349 117
"136" "REACTOME_DAG_AND_IP3_SIGNALING" 0.432110760262327 0.816430468698406 -0.350446897189901 -1.03248781151458 3557 30
"137" "REACTOME_DAP12_INTERACTIONS" 0.197737393188109 0.547786021669762 -0.406598599563241 -1.21756280860057 1642 33
"138" "REACTOME_DAP12_SIGNALING" 0.0170972170223387 0.105411413220434 -0.542615472541278 -1.54305302186458 136 25
"139" "REACTOME_DARPP_32_EVENTS" 0.574375955170657 0.921797597683911 -0.341708653457874 -0.93676446182905 4509 21
"140" "REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA" 0.998889875666075 1 -0.152031786436849 -0.503854818794758 8997 62
"141" "REACTOME_DEACTIVATION_OF_THE_BETA_CATENIN_TRANSACTIVATING_COMPLEX" 0.00399612496972633 0.034492868159743 -0.554870556060265 -1.64429065384962 32 31
"142" "REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY" 0.00296905332876556 0.0273553228043568 -0.51349901703058 -1.64228770464482 25 49
"143" "REACTOME_DEADENYLATION_OF_MRNA" 0.0011609907120743 0.0154200264773138 -0.65656781558091 -1.76706541219934 8 19
"144" "REACTOME_DEATH_RECEPTOR_SIGNALLING" 0.564287959761081 0.916269558423934 -0.272371145896725 -0.963587333497527 5384 112
"145" "REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING" 0.757493188010899 1 0.199762785158407 0.861203814727419 833 56
"146" "REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS" 0.130899376669635 0.420931328898434 0.283717715748535 1.22182219024433 146 55
"147" "REACTOME_DEFECTIVE_INTRINSIC_PATHWAY_FOR_APOPTOSIS" 0.789161940768746 1 -0.277962041956541 -0.777558535463416 6261 23
"148" "REACTOME_DEFECTS_IN_VITAMIN_AND_COFACTOR_METABOLISM" 0.205360662199448 0.563538094633307 -0.474511385033855 -1.22978329303963 1562 16
"149" "REACTOME_DEGRADATION_OF_AXIN" 0.667763157894737 0.988385901577047 0.213670507372101 0.900666309193397 811 50
"150" "REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX" 0.989277591248782 1 -0.17585540791558 -0.599170327484628 9133 77
"151" "REACTOME_DEGRADATION_OF_DVL" 0.373355263157895 0.76167578870854 0.246058185718588 1.03718721270244 453 50
"152" "REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME" 0.387630662020906 0.771347344328099 0.241618154890428 1.0334737854005 444 53
"153" "REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX" 0.00106044538706257 0.0149925037481259 0.579769180544103 2.57716216168369 0 64
"154" "REACTOME_DETOXIFICATION_OF_REACTIVE_OXYGEN_SPECIES" 0.0137061403508772 0.0910968214136345 0.435216123193555 1.62461960863369 24 29
"155" "REACTOME_DEUBIQUITINATION" 0.711099847947288 1 -0.247082936519063 -0.91245080343412 7014 205
"156" "REACTOME_DISASSEMBLY_OF_THE_DESTRUCTION_COMPLEX_AND_RECRUITMENT_OF_AXIN_TO_THE_MEMBRANE" 0.721652065081352 1 -0.29474706792662 -0.831752432821055 5765 24
"157" "REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM" 0.865690806368772 1 -0.260122227281599 -0.706393744316429 6741 20
"158" "REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSYLATION_PRECURSOR_BIOSYNTHESIS" 0.856392064117724 1 -0.274330194632349 -0.710977019257612 6517 16
"159" "REACTOME_DISEASES_ASSOCIATED_WITH_O_GLYCOSYLATION_OF_PROTEINS" 0.415094339622642 0.797136670938094 0.288899298029798 1.00728404262508 857 23
"160" "REACTOME_DISEASES_OF_CARBOHYDRATE_METABOLISM" 0.546719681908549 0.907510403168036 0.266523938309517 0.938845323587058 1099 24
"161" "REACTOME_DISEASES_OF_DNA_REPAIR" 0.0773051451859399 0.282992049341387 -0.504260228300171 -1.38238542280182 606 21
"162" "REACTOME_DISEASES_OF_GLYCOSYLATION" 0.800043610989969 1 -0.239565358191386 -0.810307288588613 7337 72
"163" "REACTOME_DISEASES_OF_IMMUNE_SYSTEM" 0.00100553041729512 0.0144655253014386 0.557142342940592 1.98936136213808 1 25
"164" "REACTOME_DISEASES_OF_METABOLISM" 0.961274916943522 1 -0.196845013762656 -0.705747313092091 9258 133
"165" "REACTOME_DISEASES_OF_MITOTIC_CELL_CYCLE" 0.575159465639668 0.921797597683911 -0.31226752421114 -0.935087637344719 4778 33
"166" "REACTOME_DISEASES_OF_PROGRAMMED_CELL_DEATH" 0.283117500297018 0.685387755564237 -0.374249815351542 -1.14235531225298 2382 37
"167" "REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS" 0.966198595787362 1 -0.202399112373527 -0.762321353968298 9632 339
"168" "REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS" 0.83517745302714 1 -0.22946754077462 -0.815638439896397 8000 118
"169" "REACTOME_DNA_DAMAGE_BYPASS" 0.556853031375324 0.913238971455532 -0.308275686700395 -0.947319126719106 4720 38
"170" "REACTOME_DNA_DAMAGE_RECOGNITION_IN_GG_NER" 0.192188616337223 0.538399076341398 -0.400798063851479 -1.21799260239898 1613 36
"171" "REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE" 0.353947205353823 0.746081871268195 -0.380283325685114 -1.09040502980859 2855 26
"172" "REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR" 0.0201686052715825 0.119842437120998 -0.406434830166609 -1.40734524231406 188 90
"173" "REACTOME_DNA_DOUBLE_STRAND_BREAK_RESPONSE" 0.0208889968423609 0.123230053314647 -0.512529593555275 -1.51001638944342 171 30
"174" "REACTOME_DNA_REPAIR" 0.000506021657726951 0.010100263592245 -0.404188396449967 -1.4953759755159 4 212
