"pathway" "pval" "padj" "ES" "NES" "nMoreExtreme" "size"
"46" "REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS" 0.0935881201795787 0.332441279072677 -0.425625413502002 -1.34370980382375 812 34
"47" "REACTOME_ASYMMETRIC_LOCALIZATION_OF_PCP_PROTEINS" 0.703481392557023 0.944310908027659 0.187381304504117 0.902110571942643 585 54
"48" "REACTOME_ATF4_ACTIVATES_GENES_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS" 0.214670981661273 0.519301211608904 -0.416030150464107 -1.21869598538156 1790 23
"49" "REACTOME_ATTENUATION_PHASE" 0.664269447440968 0.924755242611394 -0.296245813254798 -0.867806294560535 5541 23
"50" "REACTOME_AUF1_HNRNP_D0_BINDS_AND_DESTABILIZES_MRNA" 0.783564051856735 0.967476801899007 -0.238365864943106 -0.801059816588699 7131 50
"51" "REACTOME_AURKA_ACTIVATION_BY_TPX2" 0.660645161290323 0.924755242611394 0.186137902602005 0.909142780398346 511 58
"52" "REACTOME_AUTOPHAGY" 0.227586206896552 0.5459617008201 0.195725985689607 1.08361114425513 65 109
"53" "REACTOME_BASE_EXCISION_REPAIR" 0.0167330677290837 0.0983519160767004 -0.480677835438808 -1.54144305869655 146 37
"54" "REACTOME_BASIGIN_INTERACTIONS" 0.432880468652624 0.765505071188731 -0.373936155833416 -1.03545856366978 3472 18
"55" "REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING" 0.932246822468225 0.995615233930117 -0.191297152001921 -0.704319110437927 9094 114
"56" "REACTOME_BETA_CATENIN_PHOSPHORYLATION_CASCADE" 0.636583811344806 0.909246457812423 -0.328131375654276 -0.883610606946319 4993 16
"57" "REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM" 0.725028058361392 0.95079923544343 0.223200089452292 0.836170438911699 1291 21
"58" "REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS" 0.146464646464646 0.427362914862915 0.336381138695404 1.26017854685795 260 21
"59" "REACTOME_BIOLOGICAL_OXIDATIONS" 0.294294294294294 0.629741128563118 0.197138974051825 1.06256708732424 97 99
"60" "REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN" 0.528873392896056 0.840641171198594 -0.286402691126049 -0.976748153834065 4853 56
"61" "REACTOME_BMAL1_CLOCK_NPAS2_ACTIVATES_CIRCADIAN_GENE_EXPRESSION" 0.211379097093383 0.518238998188167 -0.437438907552648 -1.22750515678368 1708 19
"62" "REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM" 0.00841874084919473 0.059809663250366 -0.583144925361768 -1.65882252225074 68 20
"63" "REACTOME_BUDDING_AND_MATURATION_OF_HIV_VIRION" 0.312839059674503 0.65535772244633 0.28287264535948 1.08357239053814 518 23
"64" "REACTOME_BUTYRATE_RESPONSE_FACTOR_1_BRF1_BINDS_AND_DESTABILIZES_MRNA" 0.320652173913043 0.664050632911392 -0.413175135963859 -1.12724653174655 2536 17
"65" "REACTOME_B_WICH_COMPLEX_POSITIVELY_REGULATES_RRNA_EXPRESSION" 0.0315952013303243 0.14832049260871 -0.503711313080773 -1.50940623999477 265 26
"66" "REACTOME_CA2_PATHWAY" 0.430985915492958 0.765468462951623 -0.31990698502957 -1.03916853810386 3824 40
"67" "REACTOME_CALNEXIN_CALRETICULIN_CYCLE" 0.535658635982261 0.848126173638579 -0.327294407427832 -0.958758349425323 4468 23
"68" "REACTOME_CARBOXYTERMINAL_POST_TRANSLATIONAL_MODIFICATIONS_OF_TUBULIN" 0.0555023923444976 0.23368873721483 0.425158995425086 1.49033379228574 115 17
"69" "REACTOME_CARDIAC_CONDUCTION" 0.0113636363636364 0.0736832611832612 0.294599617941573 1.47573229983325 7 63
"70" "REACTOME_CARGO_CONCENTRATION_IN_THE_ER" 0.287760416666667 0.629741128563118 0.274423446314171 1.10643826723689 441 27
"71" "REACTOME_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS" 0.702275600505689 0.944310908027659 -0.246565712203936 -0.876049879280028 6665 78
"72" "REACTOME_CARGO_TRAFFICKING_TO_THE_PERICILIARY_MEMBRANE" 0.451594336364683 0.783207442888725 -0.32476728183031 -1.02529822400872 3922 34
"73" "REACTOME_CASPASE_ACTIVATION_VIA_EXTRINSIC_APOPTOTIC_SIGNALLING_PATHWAY" 0.243065693430657 0.567384775808133 -0.414713096152901 -1.19247494190156 1997 21
"74" "REACTOME_CA_DEPENDENT_EVENTS" 0.667139144814552 0.924755242611394 -0.28740491966434 -0.866864478167306 5647 27
"75" "REACTOME_CD209_DC_SIGN_SIGNALING" 0.0758194186765615 0.289616883752605 -0.502325848116604 -1.40958556338442 612 19
"76" "REACTOME_CD28_CO_STIMULATION" 0.00606060606060606 0.0480729626360694 -0.538346901194785 -1.65704833495396 51 30
"77" "REACTOME_CD28_DEPENDENT_PI3K_AKT_SIGNALING" 0.00256222547584187 0.0246647984196468 -0.618743682340629 -1.76008726326522 20 20
"78" "REACTOME_CDC42_GTPASE_CYCLE" 0.82835209825998 0.98311664042946 -0.219846717735098 -0.810679526578742 8092 116
"79" "REACTOME_CDT1_ASSOCIATION_WITH_THE_CDC6_ORC_ORIGIN_COMPLEX" 0.34643995749203 0.696317420079753 0.224625678792898 1.05681399599486 325 48
"80" "REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS" 0.995225033018389 1 -0.151679654188296 -0.56480064010729 9795 134
"81" "REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS" 0.000735525901019229 0.0105425379146089 -0.462479268354927 -1.6505984089378 6 82
"82" "REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA" 0.585152838427948 0.885942201878848 0.188042690266349 0.945378339474901 401 64
"83" "REACTOME_CELLULAR_RESPONSE_TO_STARVATION" 0.000101812258195887 0.00369195452162753 -0.448938757322691 -1.66796081865141 0 129
"84" "REACTOME_CELLULAR_SENESCENCE" 0.547765477654777 0.857298889021024 -0.264341146859525 -0.973252970365042 5343 114
"85" "REACTOME_CELL_CELL_COMMUNICATION" 0.916413373860182 0.995198093754929 0.15157272430423 0.770930973129292 602 67
"86" "REACTOME_CELL_CELL_JUNCTION_ORGANIZATION" 0.475666280417149 0.801277012578992 0.260714841977492 0.987200942386033 820 22
"87" "REACTOME_CELL_CYCLE" 0.253074692530747 0.582428236049635 -0.273718088642785 -1.07182163823535 2530 481
"88" "REACTOME_CELL_CYCLE_CHECKPOINTS" 0.527062374245473 0.839395633057605 -0.259964927702467 -0.99021993666942 5238 197
"89" "REACTOME_CELL_CYCLE_MITOTIC" 0.6312 0.908041230923192 -0.24662440817705 -0.961166010795366 6311 390
"90" "REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE" 0.343865765962083 0.696317420079753 -0.319557575773326 -1.08981962059468 3155 56
"91" "REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS" 0.346345891965502 0.696317420079753 0.315122043745568 1.05961135718301 762 15
"92" "REACTOME_CELL_JUNCTION_ORGANIZATION" 0.0476190476190476 0.209165386584741 0.307007042040125 1.38841613273414 52 41
"93" "REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL" 0.762790697674419 0.959989414255469 -0.233834731753892 -0.851195500594883 7379 101
"94" "REACTOME_CHAPERONE_MEDIATED_AUTOPHAGY" 0.504423660262892 0.825880020911388 -0.35906671908289 -0.97962505126931 3990 17
"95" "REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES" 0.0191986644407346 0.105981816541082 -0.526121150205765 -1.56543002559739 160 25
"96" "REACTOME_CHOLESTEROL_BIOSYNTHESIS" 0.333333333333333 0.680833333333333 0.287179930033526 1.07585695297892 593 21
"97" "REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM" 0.83015087223008 0.98311664042946 -0.243912671003489 -0.74054326175967 7042 28
"98" "REACTOME_CHROMATIN_MODIFYING_ENZYMES" 0.000101040719409922 0.00369195452162753 -0.458679260149246 -1.72843891173887 0 162
"99" "REACTOME_CHROMOSOME_MAINTENANCE" 0.0175157534978105 0.102103303048102 -0.419149739628258 -1.4667944728989 163 68
"100" "REACTOME_CILIUM_ASSEMBLY" 0.713194868662187 0.944310908027659 -0.240253278521735 -0.892622988303852 7004 129
"101" "REACTOME_CIRCADIAN_CLOCK" 0.0119500271591526 0.0760160033691303 -0.444994284328801 -1.5223868273114 109 57
"102" "REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE" 0.0161913968100532 0.0958577622740104 -0.549187557634479 -1.59367667888607 133 22
"103" "REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS" 0.611145257119443 0.90602829970957 -0.255788305741929 -0.942269636369148 5965 115
"104" "REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS" 0.00218818380743982 0.0215391104901004 0.447557553681439 1.89435143012713 2 32
"105" "REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION" 0.972572572572573 1 -0.19198818126346 -0.742725900188228 9715 302
"106" "REACTOME_CLASS_I_PEROXISOMAL_MEMBRANE_PROTEIN_IMPORT" 0.78020728008089 0.967476801899007 -0.282537587947049 -0.77083417751741 6172 17
"107" "REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS" 0.862390969728066 0.988359332817721 -0.212759247020666 -0.782474338309924 8403 113
"108" "REACTOME_CLEC7A_DECTIN_1_SIGNALING" 0.389881570745897 0.728909023568415 -0.292944117570481 -1.05824851289649 3752 92
"109" "REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES" 0.0120025268477574 0.0760160033691303 0.428034836835249 1.7119832096315 18 26
"110" "REACTOME_COLLAGEN_DEGRADATION" 0.000631711939355654 0.0100358687106918 0.659543875043673 2.63793491305163 0 26
"111" "REACTOME_COLLAGEN_FORMATION" 0.000821692686935086 0.0112279255136398 0.449651887469976 1.98453395431675 0 37
"112" "REACTOME_COMPLEMENT_CASCADE" 0.00592885375494071 0.047488956056731 0.439121099778894 1.79366019992789 8 28
"113" "REACTOME_COMPLEX_I_BIOGENESIS" 0.981981981981982 1 0.136890760707876 0.628416186475282 980 44
"114" "REACTOME_CONSTITUTIVE_SIGNALING_BY_ABERRANT_PI3K_IN_CANCER" 0.467492957746479 0.791791609236924 -0.311896326853554 -1.01314714958916 4148 40
"115" "REACTOME_CONSTITUTIVE_SIGNALING_BY_AKT1_E17K_IN_CANCER" 0.920581922251371 0.995198093754929 -0.215886525738333 -0.642352525422168 7719 25
"116" "REACTOME_CONSTITUTIVE_SIGNALING_BY_EGFRVIII" 0.381459161430953 0.726461852888318 -0.405749846515489 -1.07630995772649 2974 15
"117" "REACTOME_CONSTITUTIVE_SIGNALING_BY_LIGAND_RESPONSIVE_EGFR_CANCER_VARIANTS" 0.230337778885704 0.548973559386336 -0.436915028653689 -1.20985200537022 1847 18
"118" "REACTOME_CONVERSION_FROM_APC_C_CDC20_TO_APC_C_CDH1_IN_LATE_ANAPHASE" 0.204287672940297 0.514038300187168 -0.446454079899326 -1.23626638693642 1638 18
"119" "REACTOME_COOPERATION_OF_PDCL_PHLP1_AND_TRIC_CCT_IN_G_PROTEIN_BETA_FOLDING" 0.467803481993799 0.791791609236924 -0.339746355375503 -1.01088721786624 3922 25
"120" "REACTOME_COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING" 0.375883974589476 0.720134081375299 -0.36869404679183 -1.08003219035456 3135 23
"121" "REACTOME_COPII_MEDIATED_VESICLE_TRANSPORT" 0.984864864864865 1 -0.161341435868364 -0.55583161869176 9109 60
"122" "REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC" 0.999570585077831 1 -0.120969417973257 -0.420372886082048 9310 64
"123" "REACTOME_COPI_INDEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC" 0.000871839581517001 0.0114885957757966 0.478040514444487 2.13098136932759 0 39
"124" "REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT" 0.686626746506986 0.938902790322975 0.1751493938113 0.919739428125544 343 80
"125" "REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY" 0.000215100021510002 0.00568359687506522 -0.5160883177943 -1.79008607181299 1 63
"126" "REACTOME_CREB1_PHOSPHORYLATION_THROUGH_NMDA_RECEPTOR_MEDIATED_ACTIVATION_OF_RAS_SIGNALING" 0.908014458432008 0.994769139112303 -0.233630869128791 -0.646942213003844 7284 18
"127" "REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES" 0.036036036036036 0.163563563563564 0.309912203176476 1.42269532184074 35 44
"128" "REACTOME_CTLA4_INHIBITORY_SIGNALING" 0.087569573283859 0.315149569944082 -0.494506174044426 -1.38764263585274 707 19
"129" "REACTOME_CYCLIN_A_B1_B2_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION" 0.653931339977852 0.921141215106732 0.237506962238441 0.874760448020266 1180 20
"130" "REACTOME_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY" 0.877063055438003 0.988359332817721 -0.208587835530193 -0.738679506485743 8289 76
"131" "REACTOME_CYCLIN_D_ASSOCIATED_EVENTS_IN_G1" 0.177462289263531 0.464485804988662 0.262676002619381 1.18022513718268 199 40
"132" "REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE" 0.873657612128869 0.988359332817721 0.184353687527259 0.737347501931943 1382 26
"133" "REACTOME_CYTOPROTECTION_BY_HMOX1" 0.890491397960235 0.989959359111587 -0.204603911708289 -0.748375524382718 8643 106
"134" "REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA" 0.142250299531641 0.42287784679089 -0.369029802764387 -1.25602168230809 1305 55
"135" "REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS" 0.498262469337694 0.820281124497992 -0.270611437659153 -0.99899098584716 4874 117
"136" "REACTOME_DAG_AND_IP3_SIGNALING" 0.21002331002331 0.518238998188167 -0.392494707771282 -1.20811079351848 1801 30
"137" "REACTOME_DAP12_INTERACTIONS" 0.0317789291882556 0.14832049260871 -0.472448881315784 -1.48458603419615 275 33
"138" "REACTOME_DAP12_SIGNALING" 0.00310040543763415 0.0272570469641922 -0.582393479951748 -1.73286369474417 25 25
"139" "REACTOME_DARPP_32_EVENTS" 0.510340632603406 0.828745321627199 -0.338881354753989 -0.974426724331833 4194 21
"140" "REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA" 0.738624110416217 0.953218409523637 -0.243490087034629 -0.842264882528653 6849 62
"141" "REACTOME_DEACTIVATION_OF_THE_BETA_CATENIN_TRANSACTIVATING_COMPLEX" 0.0244186046511628 0.127070063694268 -0.49281040038564 -1.52733434034551 209 31
"142" "REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY" 0.00529275554085346 0.0432418127687727 -0.480973944845255 -1.61102102261542 47 49
"143" "REACTOME_DEADENYLATION_OF_MRNA" 0.00185528756957328 0.0189471243042672 -0.641845773476815 -1.8010949259418 14 19
"144" "REACTOME_DEATH_RECEPTOR_SIGNALLING" 0.369658997534922 0.717198124871214 -0.290298501246998 -1.06697953762075 3598 112
"145" "REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING" 0.520631067961165 0.832726058260769 0.199402613908408 0.972505456841635 428 56
"146" "REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS" 0.295980511571255 0.631373571680718 0.223813442875364 1.08420374201238 242 55
"147" "REACTOME_DEFECTIVE_INTRINSIC_PATHWAY_FOR_APOPTOSIS" 0.733189500179791 0.953218409523637 -0.278065772943727 -0.814550678071054 6116 23
"148" "REACTOME_DEFECTS_IN_VITAMIN_AND_COFACTOR_METABOLISM" 0.130019120458891 0.414461147935095 -0.492442047344401 -1.32607561673203 1019 16
"149" "REACTOME_DEGRADATION_OF_AXIN" 0.787777777777778 0.969298862115127 0.176505098405393 0.839915618610458 708 50
"150" "REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX" 0.699007601351351 0.944310908027659 -0.247694238636411 -0.878490175163667 6620 77
"151" "REACTOME_DEGRADATION_OF_DVL" 0.294444444444444 0.629741128563118 0.227805478838014 1.0840331605698 264 50
"152" "REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME" 0.290780141843972 0.629741128563118 0.226068618323679 1.08377755858223 245 53
"153" "REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX" 0.00145560407569141 0.0156819839533187 0.544214069594966 2.73601804305092 0 64
"154" "REACTOME_DETOXIFICATION_OF_REACTIVE_OXYGEN_SPECIES" 0.0303438975050573 0.144133513149022 0.366639808618672 1.51330103949423 44 29
"155" "REACTOME_DEUBIQUITINATION" 0.351663818236654 0.700754486583772 -0.27822556059523 -1.06180234748065 3497 205
"156" "REACTOME_DISASSEMBLY_OF_THE_DESTRUCTION_COMPLEX_AND_RECRUITMENT_OF_AXIN_TO_THE_MEMBRANE" 0.489534744647769 0.812906273124446 -0.336247383700071 -0.993397905122797 4092 24
"157" "REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM" 0.886163982430454 0.989959359111587 -0.236904375359078 -0.673901626120792 7262 20
"158" "REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSYLATION_PRECURSOR_BIOSYNTHESIS" 0.739706819630338 0.953218409523637 -0.298378533106547 -0.803490480641553 5802 16
"159" "REACTOME_DISEASES_ASSOCIATED_WITH_O_GLYCOSYLATION_OF_PROTEINS" 0.136226642555756 0.420997197442896 0.328250225280336 1.25739581800032 225 23
"160" "REACTOME_DISEASES_OF_CARBOHYDRATE_METABOLISM" 0.890920170627666 0.989959359111587 0.18844001769991 0.731292175883206 1461 24
"161" "REACTOME_DISEASES_OF_DNA_REPAIR" 0.127858880778589 0.414461147935095 -0.460493559186425 -1.32411306836188 1050 21
"162" "REACTOME_DISEASES_OF_GLYCOSYLATION" 0.874720833776454 0.988359332817721 -0.210925344021531 -0.742338214540431 8224 72
"163" "REACTOME_DISEASES_OF_IMMUNE_SYSTEM" 0.0222772277227723 0.119740099009901 0.414657808410988 1.63837446038959 35 25
"164" "REACTOME_DISEASES_OF_METABOLISM" 0.985680918046105 1 -0.164911461790945 -0.614012624128355 9705 133
"165" "REACTOME_DISEASES_OF_MITOTIC_CELL_CYCLE" 0.630972941853771 0.908041230923192 -0.285745925800153 -0.897905419079214 5479 33
"166" "REACTOME_DISEASES_OF_PROGRAMMED_CELL_DEATH" 0.174615822424587 0.464485804988662 -0.386910470444312 -1.24074882391644 1533 37
"167" "REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS" 0.737768884442221 0.953218409523637 -0.237309386846268 -0.92134506628567 7373 339
"168" "REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS" 0.628194643222245 0.908041230923192 -0.253259588146889 -0.935400438901698 6144 118
"169" "REACTOME_DNA_DAMAGE_BYPASS" 0.420151875779213 0.752772110771091 -0.324223315692339 -1.04366942429856 3706 38
"170" "REACTOME_DNA_DAMAGE_RECOGNITION_IN_GG_NER" 0.179085714285714 0.464485804988662 -0.38736798606855 -1.23642892624854 1566 36
