"pathway" "pval" "padj" "log2err" "ES" "NES" "size"
"33" "HALLMARK_MYC_TARGETS_V2" 0.10885447106955 0.209335521287596 0.0508678015760926 0.322378415504506 1.30560709005581 49
"34" "HALLMARK_MYOGENESIS" 4.26420892302137e-05 0.000355350743585114 0.557332238758646 -0.346156828933761 -1.86669779705193 119
"35" "HALLMARK_NOTCH_SIGNALING" 0.155940594059406 0.288778877887789 0.0431016038901931 0.362254492252948 1.26979347641315 27
"36" "HALLMARK_OXIDATIVE_PHOSPHORYLATION" 0.519892884468248 0.787716491618557 0.0173911171961058 0.193480315803677 0.973672345189216 178
"37" "HALLMARK_P53_PATHWAY" 0.42236825151398 0.681239115345129 0.0206620726812402 0.205748076732738 1.02203642353762 160
"38" "HALLMARK_PANCREAS_BETA_CELLS" 0.675568272134796 0.866113169403584 0.016782878375009 0.273540975913973 0.846344600375778 17
"39" "HALLMARK_PEROXISOME" 0.937141257174857 0.997480050398992 0.010140378005423 0.160354390273854 0.711050534307076 78
"40" "HALLMARK_PI3K_AKT_MTOR_SIGNALING" 0.228241192034536 0.393519296611268 0.0325908383807256 0.253970622825677 1.14905316580513 88
"41" "HALLMARK_PROTEIN_SECRETION" 0.595155227620771 0.811059793095721 0.0166973169631274 0.206033714829849 0.930324568305349 87
"42" "HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY" 0.871521610420367 0.990365466386781 0.0120580637479204 0.187874107277082 0.737470460164317 43
"43" "HALLMARK_SPERMATOGENESIS" 0.000277940698115102 0.00154411498952834 0.49849310876659 -0.400763113710162 -1.93602109954792 66
"44" "HALLMARK_TGF_BETA_SIGNALING" 0.855732390215149 0.990365466386781 0.0122608528071918 0.190402492297934 0.755271408993426 45
"45" "HALLMARK_TNFA_SIGNALING_VIA_NFKB" 0.0574119468455683 0.124808580099062 0.0668907051006929 0.262765979822065 1.30088640935896 156
"46" "HALLMARK_UNFOLDED_PROTEIN_RESPONSE" 0.00649081618560972 0.0231814863771776 0.211070537868325 0.340291298760467 1.56313705441235 96
"47" "HALLMARK_UV_RESPONSE_DN" 0.482299670691548 0.753593235455543 0.0195983892032361 0.214075015341276 0.988440584498107 99
"48" "HALLMARK_UV_RESPONSE_UP" 0.389465175804931 0.649108626341551 0.0226262193146252 0.218962075034886 1.0388107964938 117
"49" "HALLMARK_WNT_BETA_CATENIN_SIGNALING" 0.0285583384239462 0.0679960438665387 0.104651813957764 0.429496396473792 1.54719421585375 30
"50" "HALLMARK_XENOBIOTIC_METABOLISM" 0.000161786163818037 0.00101116352386273 0.518848077743792 -0.308106357282391 -1.693751896577 133
