"pathway" "pval" "padj" "log2err" "ES" "NES" "size"
"41" "HALLMARK_PROTEIN_SECRETION" 0.98338037002195 0.998225654942073 0.00362204560733117 -0.166793150513004 -0.598703848451568 87
"42" "HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY" 0.00167764834441019 0.00699020143504247 0.45505986738723 0.38173423091466 1.72171807248325 43
"43" "HALLMARK_SPERMATOGENESIS" 0.491338582677165 0.701912260967379 0.0804588724057859 0.198265745854643 0.985320472861329 66
"44" "HALLMARK_TGF_BETA_SIGNALING" 0.549338079875403 0.724774197715602 0.0146087847447054 -0.290321518410122 -0.958905980778645 45
"45" "HALLMARK_TNFA_SIGNALING_VIA_NFKB" 0.0779053435512402 0.173143516737207 0.287805130535564 0.203721703157114 1.18799466760996 156
"46" "HALLMARK_UNFOLDED_PROTEIN_RESPONSE" 0.00092614018095136 0.00449025092091829 0.477270815362862 -0.444835090892328 -1.61253994613769 96
"47" "HALLMARK_UV_RESPONSE_DN" 0.11268479272201 0.216701524465403 0.0412584842934089 -0.342495769908675 -1.24467362090621 99
"48" "HALLMARK_UV_RESPONSE_UP" 0.578059071729958 0.741101374012767 0.122637391177921 0.171222336801334 0.963891458995755 117
"49" "HALLMARK_WNT_BETA_CATENIN_SIGNALING" 0.0133239831697055 0.0444132772323516 0.134646973904378 -0.517272052823527 -1.59612547691808 30
"50" "HALLMARK_XENOBIOTIC_METABOLISM" 5.92424340940794e-05 0.000370265213087996 0.557332238758646 0.296174624939283 1.70274825386958 133
